body,size
30004,179268579
29985,179184377
29988,178950851
30119,178869314
29967,178857240
30041,178776442
30176,178768368
102504,178761298
30028,178676689
29936,178630010
29939,178550739
30183,178511300
30117,178410331
29948,178334781
100706,178170259
100076,178134658
102347,178090424
30245,177955886
100707,177897972
30087,177754003
30643,177753336
29979,177598065
29984,177575590
30076,177523902
30468,177519112
29992,177426015
30145,177422841
30152,177383545
30064,177360565
29995,177306244
29998,177233871
30404,176892128
30015,176879695
30307,176766595
30029,176727359
100449,176720746
30037,176357141
30232,176231141
30071,176105260
30249,175778703
30077,175777504
30177,175741424
100257,175729488
30073,175624885
30494,175621489
102165,175587518
30193,175578669
30528,175407523
30240,175259535
30108,175199207
30246,175188461
30378,175186684
30166,175182510
100631,175175292
30306,175054049
30334,174744325
30223,174706803
101123,174701920
30115,174667447
30131,174575551
30454,174538178
30136,174476001
30129,174464985
100340,174383328
30243,174372531
30393,174346032
30486,174308915
30201,174262500
30239,174224341
100177,174212515
30150,174207332
30164,174125171
30530,173964638
31267,173963995
30421,173896561
100528,173775858
30192,173758955
30301,173647977
30672,173646743
30319,173597132
30179,173578662
30425,173424341
30568,173328425
30187,173293190
30333,173266970
31433,173257362
30519,173221399
30353,173157446
30279,172994665
30346,172905455
100946,172871990
30263,172863816
30339,172855904
30292,172810068
30229,172782544
30367,172736126
30230,172683707
102065,172636530
102169,172562717
30298,172531817
30261,172502184
30386,172496543
30236,172493417
30244,172447974
30252,172390821
100271,172375346
30773,172367958
30242,172353657
30461,172321727
30813,172293132
30364,172250652
30255,172232518
30625,172180227
30256,172161633
30262,172113634
30478,171948111
30302,171879626
30271,171831210
30724,171695637
30329,171687056
30281,171656744
30416,171625427
30459,171517667
30446,171459405
30787,171424906
30408,171366862
30313,171248355
30303,171180383
30447,170964678
30438,170896334
30328,170874371
30587,170811838
30347,170769245
30336,170658194
30332,170621996
30361,170490108
100141,170487654
30423,170485785
30543,170482869
102808,170400392
30443,170379008
30358,170243698
30354,170218436
30349,170166329
101872,170153794
30477,170141733
30371,169910799
30585,169864993
30444,169808390
30512,169758024
30747,169680612
30380,169668171
30496,169610014
100170,169588747
30648,169565457
30533,169561036
30391,169543793
30550,169513044
30930,169396682
30484,169356476
30430,169276509
30547,169083692
30440,169074532
30908,168963232
30713,168518580
31021,168514656
30875,168286542
30897,168110825
30696,168091836
30471,168073863
30662,168066928
100633,168040195
30581,167900088
30487,167871964
30655,167839356
30497,167821097
30501,167815183
30757,167798936
30499,167768300
30545,167429758
30617,167413099
30556,167410201
30654,167362475
30526,167310290
100567,167303447
30805,167292115
30518,167287585
30614,167223374
30748,167204772
100460,167083388
30598,167062019
30535,167058626
30628,167044350
30976,167041955
30572,167018834
30951,166970399
30868,166916098
102734,166915948
30644,166910304
30620,166894863
100626,166836674
31106,166698946
101890,166639837
30669,166390679
100297,166366666
30699,166355508
30636,166336876
30679,166327408
100003,166324748
30846,166256563
30651,166110233
30686,166071656
30656,166061174
30600,166003363
30814,165993235
30640,165984213
30591,165977564
30667,165970698
100192,165947451
30609,165883499
30622,165764642
31087,165732857
30652,165455676
100949,165436589
30728,165430460
30907,165247964
100452,165231506
100675,165197090
30638,165143871
30682,165135276
30734,164994135
30818,164980872
30657,164977029
30661,164871273
30690,164852215
30769,164674031
30725,164569761
30865,164523399
31722,164436697
31019,164417955
100565,164382797
30827,164366826
30806,164324684
30694,164207333
30692,164041708
30765,164018361
30745,163825825
30879,163797945
30864,163757719
30710,163736463
100055,163731618
30706,163725464
102222,163701640
30711,163661843
31065,163570471
31158,163503955
30723,163470043
30918,163445313
30737,163284183
30754,163283003
30760,163184924
102324,162996886
31101,162951426
31015,162904885
100403,162898432
31091,162894871
30931,162858343
30860,162785542
30762,162769365
31023,162768344
30969,162752704
30767,162656438
30855,162531508
30917,162523413
102333,162522778
30772,162500364
100228,162426571
30845,162351378
31066,162336086
30795,162232689
30793,162167930
30887,162111005
30916,161941853
30839,161933264
30920,161891039
30809,161839386
31061,161822081
31366,161796551
30863,161726104
31025,161724612
30915,161716421
31147,161687347
30991,161676308
31034,161527165
31042,161520416
30829,161516369
31154,161455541
30895,161443651
30851,161305953
30862,161067429
30902,161056595
30896,161031364
31030,161010461
31256,160946835
31532,160935636
30877,160774737
31094,160770641
30883,160596474
31160,160346290
30958,160225581
31402,160125610
31073,160123848
30932,159880710
31205,159864750
31171,159760802
31448,159660338
30953,159565144
31041,159487115
30952,159404553
30966,159215295
14160,159212486
30974,159206178
30972,159175685
30986,159044674
30994,158936145
31038,158923274
31104,158873924
31186,158835039
31006,158787921
31119,158747471
31001,158717798
102087,158715825
31120,158635564
31024,158619176
31047,158610571
31022,158310913
31053,158236241
31043,158094151
31105,158086413
100409,158006546
31086,157790632
31548,157712528
31429,157678052
31077,157584798
31139,157403107
31216,157327294
31121,157270717
31424,157204103
31099,157192064
31102,157148355
31111,157127711
31454,157121853
31716,157071240
31107,157067951
31377,157052999
31235,157012434
31374,156987760
31157,156880650
31175,156863858
31176,156722835
31118,156710651
31198,156627633
31850,156436181
31165,156436048
31259,156431296
100225,156427049
31505,156425563
31275,156394586
31249,156370139
31208,156292450
31278,156275068
31136,156227551
101758,156202356
31156,156127736
31303,155930027
31159,155917099
31282,155885127
31356,155847361
31170,155741521
31481,155740849
102249,155693094
31173,155690528
31339,155677882
31428,155591297
31191,155467846
31294,155380848
31334,155355359
31371,155208534
31276,155172813
31257,155157471
31394,155029306
31200,155022561
31228,155019591
31203,155005578
31398,154982306
31409,154969592
31363,154952548
31212,154873024
31466,154797488
31537,154767334
31311,154670639
31887,154623612
32371,154381955
31525,154309098
31444,154219534
31370,154217000
31297,154182712
31422,154073287
101515,154066712
31298,154052957
31354,153853459
101923,153821692
31331,153788735
31349,153711649
31908,153697680
31302,153618168
31384,153596717
31378,153554434
101024,153451581
31299,153380143
31364,153291794
31549,153246803
100456,153219789
31651,153192482
31306,153162088
32105,153079703
31342,153023140
32097,152998184
102506,152970798
31804,152893190
31336,152761349
31343,152747073
31341,152588165
31344,152537796
31463,152413929
31357,152370186
31355,152351340
31449,152270820
31445,152265052
31373,152159983
31652,152146112
31379,152132430
32860,152112451
31388,151994789
101878,151891556
31404,151870417
31619,151821551
31423,151804776
31579,151738984
32084,151726953
31438,151651657
31485,151503065
31415,151495799
32156,151472039
31920,151377315
31459,151235698
31524,151227838
31486,151206012
100220,151204938
31559,151139328
31606,151121252
31437,151099089
31530,151093371
31443,151014257
31681,150920378
31674,150816734
31457,150815391
31592,150784909
31512,150783722
31911,150780746
31469,150745551
31617,150688697
31899,150610072
31468,150601565
31471,150567697
31495,150516031
31659,150452995
31602,150297410
102637,150228310
31511,150140278
31813,150065837
31507,150056792
102130,150055409
31608,150046350
31516,150032800
31510,150028606
31771,150024757
31969,149957441
31774,149934986
31523,149782908
31867,149748475
31541,149637790
31591,149633491
31791,149585031
31542,149503484
31588,149503422
100478,149418181
31558,149371358
31567,149345958
100330,149243945
31999,149200228
10368,149163581
31757,149130064
31577,149039790
31752,149025895
32251,148981540
100527,148884124
31758,148748606
31864,148725582
31796,148691537
32462,148610528
31636,148606332
100924,148600188
31609,148563970
31616,148445986
31620,148331448
32197,148324747
32062,148238511
31633,148206292
31648,148044609
32107,148023738
31754,147780635
102095,147755655
31678,147694635
31704,147664778
101930,147655267
31981,147644062
31923,147608792
32305,147495211
101927,147481553
31693,147415392
31696,147413739
31782,147413465
31751,147399117
100166,147385095
31856,147348309
31829,147300417
100765,147130292
33166,147122893
32140,147104489
31857,147067311
32106,147055800
31726,147039034
31984,146919068
100564,146895460
31877,146893374
31939,146889994
31733,146819926
31781,146741405
31745,146710828
32450,146608166
31753,146601307
31865,146572361
31760,146535119
31755,146534472
100316,146532212
32030,146478027
101474,146446888
32113,146441640
32095,146424750
32015,146370213
31818,146346953
31963,146333069
32263,146327755
31839,146145862
31803,146040243
32493,145898121
31831,145858223
101167,145755593
31849,145752327
31847,145722433
31835,145708710
32009,145676869
32074,145656964
31834,145643750
31861,145460028
31846,145440768
31991,145359506
32052,145258310
32070,145212106
31905,145130708
31958,145113605
32130,144909296
32336,144817360
31993,144814007
31892,144802982
32058,144743267
100273,144688772
32092,144676369
31938,144654426
32869,144612069
10049,144547703
32163,144509704
31990,144499722
31906,144474157
100021,144408423
31916,144364669
31947,144323189
32057,144264229
32066,144238933
31964,144227135
32028,144195908
33468,144030359
31974,144004986
32476,143996751
31942,143985175
32054,143915134
31956,143829043
32591,143817690
31953,143803203
32221,143710252
31973,143700510
32252,143681375
32073,143579130
32145,143555471
32016,143484932
31983,143479000
32049,143250928
32011,143246321
32248,143242059
32146,143181527
32110,143178262
32283,143068584
32296,142981829
32035,142893900
101945,142845175
32246,142831187
32302,142810953
32157,142801646
100054,142643515
32075,142617492
32158,142599846
32082,142526995
32067,142517194
32147,142460608
32459,142403878
32131,142359942
32195,142355254
32515,142352153
102117,142351875
32077,142341287
32216,142322245
32094,142278072
32203,142276338
32521,142134021
101476,141972970
32162,141956223
100345,141874352
32627,141829593
32941,141770290
102538,141767558
32528,141733306
32887,141570079
100853,141521354
32674,141468722
32224,141454936
32178,141332616
32164,141149264
32958,141149223
32190,141143761
32173,141139984
32168,141073225
32209,141040029
32330,141017998
32186,140992537
32289,140973198
32179,140962267
32299,140940153
32231,140883653
32226,140836473
32344,140787459
32808,140686648
32213,140579863
32205,140572488
101689,140531965
100063,140530874
32211,140513202
32613,140473106
32517,140396301
32332,140295913
32470,140286026
32238,140277086
32390,140199910
32278,140155062
100846,140151612
32348,140084012
32271,140071922
32264,139891446
32872,139855363
32281,139759050
32280,139750101
33056,139744586
33285,139714428
32285,139660356
33506,139467817
32774,139347758
33188,139304257
32796,139191563
32629,139153691
32374,139087639
32543,139083720
32349,139002879
32341,138903151
32656,138816454
32360,138790565
32420,138732324
32421,138684218
32415,138615594
100068,138604884
33066,138496402
33122,138439769
33190,138374598
32387,138339082
32403,138298526
32871,138279120
101203,138239476
32384,138237969
32503,138087153
32397,138086729
32441,138069913
32412,138061178
32422,138038356
32402,138013689
32885,137984111
102807,137972835
100415,137957985
32414,137951067
32944,137844490
32895,137837332
33325,137816617
32443,137681325
32436,137680592
32974,137678745
32612,137676417
32458,137500875
102695,137475253
102432,137423661
32538,137397825
32510,137394319
32491,137366800
32464,137329750
32486,137274553
32471,137223879
32542,137161371
32484,137149048
100042,137101787
32695,137088416
33260,136989808
32649,136894079
100119,136879409
32628,136755970
32531,136744027
100217,136675090
32566,136591133
32529,136548330
32540,136532780
32813,136465893
32534,136397023
32535,136372856
100041,136345879
32639,136323340
32619,136229434
32896,136148955
32655,136144643
32739,136074272
32567,135986643
33476,135974761
32568,135960646
32588,135953972
32576,135932410
32578,135889994
32823,135883559
34173,135754135
33131,135710725
32636,135666377
32623,135550065
101851,135519990
32829,135453871
32668,135375870
32616,135374680
32652,135345839
32625,135321254
32647,135280690
32729,135249729
32762,135219674
32719,135194571
32707,135112748
32710,135064996
100412,135047258
33009,134939983
32851,134909539
32744,134908951
33000,134878397
32824,134791040
33162,134685875
102352,134618350
100085,134607811
32691,134592806
32868,134416722
32699,134405689
32782,134394749
32708,134337427
32732,134253088
100176,134166362
32737,134148935
32769,134079522
32738,134076871
32740,134071144
33073,134071103
32741,134035856
32757,133939468
32892,133900637
100416,133798689
32886,133760590
32999,133655935
32779,133647161
32873,133615823
33621,133605087
33006,133519831
32815,133443090
32814,133377504
32978,133302947
33371,133273809
32865,133244998
33339,133206830
32825,133149007
33185,133116469
33341,133094526
33126,133011565
32844,132991293
32837,132888263
32836,132880892
33039,132874526
33143,132868801
33038,132833308
32849,132816019
32859,132663142
33851,132503303
33002,132493041
33067,132427129
33278,132379678
32917,132289477
32897,132216012
33317,132203918
34266,132197584
102502,132106449
32919,132010909
32982,131994404
33144,131973234
33183,131964171
32940,131909698
32975,131895442
32935,131856573
32946,131848628
32943,131832315
33770,131719864
33044,131697729
32964,131650695
33086,131607581
100622,131567550
32980,131435857
33101,131401198
32983,131374128
32990,131310386
101302,131294691
33096,131267091
33140,131193899
33020,131140643
33631,131118314
33017,131090264
33388,131048737
33076,131016409
33028,130914054
33168,130911665
33036,130892969
102234,130881548
100419,130877731
33474,130809096
33042,130788866
33099,130786800
33212,130733493
34055,130712140
101521,130692123
33057,130674039
100011,130644498
33194,130571484
33063,130563380
33110,130408050
33083,130384003
33157,130380688
33087,130373753
33287,130332211
33937,130268555
33109,130129461
33531,130122453
33804,130104271
33130,130082756
33822,129932521
33135,129826150
33827,129819117
33134,129749568
33246,129744255
33189,129701082
33200,129657312
33413,129647283
33179,129618279
33169,129598567
33936,129586828
33415,129543194
33156,129523264
33224,129499208
33172,129463196
33171,129421457
33176,129359560
33512,129212181
33376,129206153
33206,129201000
33363,129185056
101460,129181221
33290,129160583
33410,129126297
33226,129066763
100062,129061044
33213,129028905
33223,128990080
33219,128888110
33225,128857160
34048,128809152
33229,128802678
101779,128789945
33429,128785863
100763,128770239
33248,128638643
33255,128563162
33382,128551739
102522,128548659
33322,128526600
33422,128497188
33746,128350653
33785,128254926
34372,128202982
33320,128183958
33306,128134232
33411,128065116
33808,127972031
33311,127944275
33316,127936052
33319,127927084
34145,127909138
33442,127785698
33436,127745385
33497,127712711
33355,127703528
100998,127689224
100263,127584776
100274,127503855
33366,127494261
33372,127458089
33399,127396435
33646,127315899
33650,127300740
33390,127288314
33478,127251766
33529,127213704
34471,127148048
101985,127135230
33518,127039033
33659,127035597
33451,126829531
33485,126825713
33667,126815171
33458,126790975
33571,126712022
33453,126690868
33488,126684282
33516,126495343
33470,126470981
33482,126422064
34080,126355139
33949,126326697
33509,126316465
33499,126258619
34174,126195710
33657,126147322
33732,126109177
33681,126086388
34099,126071036
33523,126058017
33638,126030356
33839,125733314
33595,125713264
33544,125658701
33709,125540064
33810,125396311
34938,125309615
34738,125288835
33589,125242270
34541,125204330
33630,125191339
34201,125181894
33701,125152899
33979,125080181
34953,125019844
100245,125013676
33632,125001968
33623,124958353
33627,124859590
33647,124772987
33636,124759018
33671,124722125
33648,124640975
34367,124574732
33706,124564909
33652,124514104
33885,124513771
100117,124470216
100677,124424654
33783,124423821
33704,124337279
34041,124215449
33686,124183928
33692,124124629
34014,123953213
33750,123901727
34890,123720197
33790,123658354
33741,123647361
100235,123622567
34021,123556120
101769,123530028
33959,123463140
33799,123459004
33759,123442730
33773,123428863
34117,123425491
34073,123415611
33955,123398643
100089,123346011
100451,123324150
33956,123252304
33862,123200823
34052,123166012
34756,123162762
33925,123151886
34276,123129648
33803,123102634
101539,123024741
100933,123005673
100849,122996085
102429,122910612
102357,122710690
33895,122683001
33899,122664596
33876,122664020
33963,122656109
33887,122636812
33856,122586227
33850,122557275
34295,122416605
33867,122404551
34508,122377692
33881,122372163
33896,122209103
34981,122207905
34601,122158379
33888,122155342
34344,122109496
34122,122081407
34207,122018645
33917,122001078
34184,121973093
34133,121912794
34517,121859332
34185,121802927
33935,121796957
34462,121648379
34719,121637294
33957,121630809
34065,121604481
34007,121600646
33976,121593968
34127,121514726
34091,121480019
33986,121426385
34113,121426099
34187,121425878
34139,121391364
34339,121380097
34097,121358557
33983,121357563
33975,121346829
35134,121330723
34179,121317038
34141,121300337
34376,121277777
34057,121176466
34087,121160010
34413,121148970
33994,121110476
34025,121032128
34012,120938424
34040,120872317
34625,120826203
34029,120739538
34661,120553279
34067,120525039
102777,120500943
34514,120413599
34159,120411622
34062,120405928
34120,120345725
34156,120242292
100030,120219448
34098,120123519
34479,120106355
34313,120050369
34554,120035792
34737,120001879
35057,119982417
34114,119942190
101399,119825606
34450,119730707
34261,119646464
34401,119553229
34315,119545878
101130,119516729
34251,119513296
34538,119449844
34648,119363559
34188,119359207
34627,119344710
34416,119273086
102698,119236954
34793,119083142
34228,119022648
34314,118929457
34320,118924204
34277,118842283
34296,118770946
34267,118743659
34461,118714904
34323,118671231
34297,118625621
34815,118589419
34614,118584344
34284,118563818
34289,118556568
35359,118380580
34311,118277408
34630,118229672
34353,118157306
34331,118106089
35477,118065221
100581,117959869
100930,117907666
34689,117874303
34733,117819773
34440,117790498
34509,117777306
34379,117700908
34388,117627976
34817,117520987
35204,117520654
34410,117476773
34427,117385895
34443,117177153
101280,116969257
101070,116942828
34523,116926091
34459,116922130
34465,116921648
34573,116904881
34464,116901319
34552,116895422
34467,116874293
35548,116829658
100670,116811420
34481,116785899
34956,116779157
35314,116747755
34506,116715952
34730,116546503
34521,116503228
34985,116457087
34685,116427999
100171,116384356
35243,116362973
34613,116298566
102376,116196508
34608,116122312
35680,116079290
34572,116072314
100280,116057091
34596,116030226
34600,115955629
34626,115922291
34841,115851857
34746,115826358
34634,115803070
34617,115779692
35142,115770579
34828,115765117
34825,115754536
34622,115741629
34650,115690512
34640,115603223
34673,115577379
34726,115541203
34670,115532087
34658,115437023
34667,115344867
101849,115328217
34681,115281693
34851,115180257
102793,115100459
34786,115099826
34715,115091687
100929,115073547
100133,115019894
34872,115003022
100023,114996241
35013,114873785
36124,114850518
34846,114740803
34799,114694947
34821,114664902
34795,114621800
35071,114599442
34797,114389972
34826,114356992
35581,114311237
100181,114230637
34912,114096893
35750,114091333
35918,114089486
35009,114079281
34835,114041980
100270,114024714
35068,114007015
34850,113895630
35340,113837385
34865,113799982
35360,113774688
34868,113761629
34883,113755480
34875,113743139
35560,113720676
35284,113685073
34885,113672841
102097,113614989
34892,113582470
35803,113564528
34904,113510872
102306,113402880
101315,113368260
35064,113362463
35774,113259792
36671,113254331
35192,113161554
34968,113157687
100975,113124100
34951,113066995
34976,112795872
36597,112719039
35002,112704889
102244,112685468
35012,112654779
35271,112573875
35058,112460597
35018,112433049
35089,112406085
35916,112333582
35042,112312053
36317,112306272
35266,112300035
35050,112260847
35558,112223579
35053,112219831
101021,112206002
35130,112093125
35073,112020787
35121,111949897
35094,111928976
35138,111811794
35115,111793193
36117,111789373
35423,111747278
35376,111620105
35277,111566750
102212,111554331
35164,111548737
35147,111536219
35223,111487067
35174,111469051
35156,111444149
35190,111427536
35201,111367867
35178,111357174
101301,111309626
35286,111265983
100782,111258640
35187,111253394
35267,111244865
35189,111241909
36499,111223215
35429,111208823
35437,111191428
35416,111147892
35227,111006863
35733,110976747
10224,110899103
35250,110858613
35594,110812503
35411,110766136
35800,110763285
35662,110723431
35358,110666838
35406,110607835
35349,110520637
35744,110441659
35436,110441399
35715,110423794
35577,110409073
102634,110395819
35796,110358718
100408,110343634
35309,110294883
35994,110293133
35363,110204017
100320,110163850
35326,110136999
100339,110080418
35350,109957328
35392,109811821
36571,109800893
35386,109758837
35428,109753880
35808,109688945
36274,109636161
35449,109611168
35403,109586718
101584,109538276
35439,109526079
35434,109517394
35606,109490196
36037,109456121
35516,109436662
101852,109363828
35721,109327568
35741,109311434
35485,109255796
35492,109219477
35634,109207996
35600,109190463
35464,109170993
35511,109080434
35506,109029145
36082,109022462
36191,108998089
35495,108940803
35543,108846607
35538,108840073
36902,108793478
35714,108780975
35556,108734244
35643,108687708
35565,108660181
35536,108653241
102126,108617900
35772,108605948
100020,108566755
35791,108551504
35586,108549696
36576,108549113
35639,108515741
35562,108507127
36547,108364634
35619,108345348
35632,108304036
35699,108220742
35637,108173850
36132,108136734
35681,108129501
35649,107998008
36255,107977284
35689,107880530
35961,107877705
100204,107836536
35854,107750789
35679,107720631
35894,107634208
35727,107616107
35705,107561046
36529,107486011
35991,107476036
35729,107401660
35737,107377658
35775,107363528
36396,107349461
36690,107315219
36055,107281559
100255,107228550
35755,107224025
35786,107024456
36013,107020162
101657,106955314
36222,106940308
35799,106932742
35864,106930025
35828,106873692
36159,106865670
35812,106843544
36418,106841370
35874,106835965
101598,106831795
35862,106767897
35906,106692555
35838,106650383
100058,106647339
101835,106612987
36428,106454558
36172,106451915
101573,106450141
35871,106385471
36737,106384477
37225,106368569
35908,106346939
36003,106326621
100118,106142820
37113,106142340
36452,106124163
35920,106123955
35939,106007121
35953,105963065
37359,105890495
13893,105886346
37136,105800873
35979,105791271
36314,105754345
36362,105746146
35987,105608419
36404,105584829
101034,105566620
36022,105511617
36038,105506013
36461,105500198
100028,105407829
100080,105399475
36074,105389401
36045,105341794
36118,105280083
36028,105260914
102625,105211165
36127,105209040
37944,105118039
100029,105112880
36060,104984513
36143,104951838
36333,104900914
36091,104874561
36400,104848578
36235,104752369
100268,104713976
101955,104689054
36180,104685889
36608,104626314
36296,104577429
36677,104522478
36157,104509283
36170,104482771
36154,104462324
36138,104436920
36135,104429634
36219,104424595
36389,104327036
36332,104205215
102782,104091758
36200,104051364
36203,104036790
36231,104011469
36270,103833897
102124,103826898
36232,103826592
14023,103745784
101819,103694169
36265,103604167
37357,103486036
36604,103474954
36474,103467563
100454,103452037
101681,103427659
36475,103385778
36300,103345738
36337,103327337
37447,103314531
36385,103255164
36315,103247540
37180,103188681
36927,103176041
36676,103134630
36327,103126169
37038,103109624
100120,102995985
37390,102936500
36392,102847253
36802,102831350
100155,102830307
36479,102824325
36855,102803482
36426,102800476
102767,102681065
36963,102680345
37211,102651388
36458,102517214
36468,102508640
37521,102490597
36552,102473626
100568,102446935
36445,102437424
102008,102400562
36469,102379993
36449,102372628
36805,102356220
36494,102352615
36584,102306435
36551,102251220
37591,102223283
36495,102140398
37492,102112371
37847,102096850
36532,101982121
36504,101958235
36510,101918843
36514,101903591
36537,101804352
36523,101794484
36525,101786771
36814,101725336
36971,101717692
36535,101680855
37066,101676495
102382,101650795
37512,101598545
36546,101579165
36559,101576895
36601,101568414
36581,101510366
36614,101494433
36790,101413347
100496,101400256
37062,101362435
36578,101358466
100174,101325230
37125,101319523
36840,101305286
36602,101290171
37566,101219000
38000,101205906
36607,101155362
36942,101060073
37573,101038128
36716,100957024
37475,100886469
102355,100873557
101509,100828079
36654,100813576
37871,100805329
36656,100802636
100073,100730245
37470,100719040
36901,100634950
36741,100633796
36688,100614931
36810,100486036
36868,100418771
36956,100413439
37075,100375794
36763,100287795
36748,100286941
100116,100266567
36758,100226622
101795,100114042
36781,100103095
37821,100082921
100307,100070712
36787,100018766
102751,100017410
36844,99998010
37104,99997298
36915,99927743
37004,99914303
36818,99888782
102513,99836484
38200,99696804
37909,99643961
37005,99642870
36859,99595069
36858,99450192
36863,99448342
37255,99381211
37064,99342189
37206,99319957
102041,99234239
37611,99211575
37123,99126731
37297,99113124
38437,99106283
36928,99050329
37252,98964260
100869,98963263
36952,98895517
37756,98853483
36947,98850355
36968,98831549
37692,98750374
37643,98661664
37476,98539744
38347,98472197
37576,98468829
37002,98455088
37028,98398659
37327,98382108
37029,98378868
37442,98337961
37160,98277760
102240,98250448
37047,98204907
37237,98146626
37056,98120396
37052,98083842
37540,98052167
37071,98025605
37084,98025291
37074,97976262
37170,97971341
37892,97957308
37836,97879748
100912,97838752
37103,97797327
38303,97765088
37175,97739139
38047,97730288
37121,97597509
37149,97581715
37131,97576440
38928,97571801
37472,97569835
37959,97564009
37138,97528640
101805,97518364
37144,97510463
37261,97484925
37207,97476063
100308,97447458
37151,97433568
37320,97422764
37157,97353676
38486,97231560
100279,97230458
100013,97226276
37215,97188562
38068,97179818
37185,97149419
37349,97146144
37286,97116746
37302,97066197
37200,97032668
37213,97003412
37204,96995519
37787,96975431
37222,96944428
38862,96942547
37307,96818429
37235,96800295
100695,96764656
37681,96760582
37680,96748853
37766,96710086
102329,96690665
38747,96615391
37277,96610237
37293,96563047
37423,96421461
100928,96414810
37584,96358663
102094,96355630
37683,96346163
38148,96283723
37313,96274493
37795,96256337
37569,96219035
37709,96204684
37350,96176401
37377,96161731
37370,96141125
38208,96086688
37559,96063487
37415,96057742
37453,95972877
39954,95934482
37401,95932876
37593,95900229
37402,95892083
37817,95883800
38832,95869972
37384,95828009
39516,95818729
38190,95783382
39652,95771783
38230,95739331
37987,95656337
100860,95592879
37471,95471160
39068,95440706
37627,95429421
37936,95382846
37466,95347546
100060,95330747
38023,95320042
37736,95303377
37535,95263122
37495,95200567
37523,95163054
100254,95085693
38175,95059739
37529,95025797
37544,94977119
37549,94950233
37598,94950155
38384,94738783
37629,94737957
100983,94627665
38295,94441673
37719,94408111
37658,94357711
37663,94321821
37667,94314237
37685,94206585
37697,94203268
38579,94180908
38459,94120438
101602,94069907
37856,94032738
37706,93988947
37734,93796436
100526,93788223
37796,93775730
102438,93769165
37858,93629567
38013,93620532
37773,93589057
102228,93545204
38114,93536024
37931,93508015
38018,93494108
38786,93406616
100193,93369413
37830,93242579
38483,93173217
38311,93170756
37853,93162337
37848,93157750
38364,93146938
100203,93082300
37859,93082103
37868,93080241
38239,93071448
37965,93069020
38204,93065407
38222,92949038
38100,92947103
38060,92908347
100397,92879217
38919,92849024
38168,92840011
38618,92816048
38165,92811530
38020,92786153
37915,92783349
37985,92773383
38059,92771918
38355,92671917
39222,92649551
100518,92602480
100783,92499461
38149,92451508
38878,92310565
100267,92295782
38785,92270895
38019,92185869
38115,92170997
38456,92168256
38126,92161822
38104,92139612
38103,92043474
38041,92041837
38129,92027027
38780,91941319
38116,91924812
38135,91902305
10515,91894383
38062,91878046
38508,91848401
38112,91828366
38105,91791193
38254,91774502
38113,91759665
38199,91661020
39523,91571350
38125,91519283
38147,91503843
38156,91491395
38620,91477107
38146,91432410
39290,91388817
38427,91337814
38172,91307015
38176,91287462
38180,91276947
101782,91275718
38234,91267643
38185,91249106
38203,91128863
100597,91081671
38274,91035092
38345,91023713
38681,91004185
39754,90997293
38778,90982963
102305,90963641
38476,90943005
38521,90921713
38504,90920398
38351,90912875
40659,90906571
100583,90895486
38442,90837947
38358,90810200
38380,90809761
38342,90775290
38306,90729815
38289,90614354
38440,90471833
39103,90457368
38828,90398578
38344,90383443
38550,90360363
39978,90341993
38338,90339871
38375,90336290
38332,90326920
39131,90296641
38377,90268456
100723,90237986
38590,90189332
38376,90041302
38451,90012754
38627,89974434
38393,89964363
38446,89943591
39091,89898718
38421,89845165
38409,89840963
38893,89756682
38429,89748577
39070,89693543
39029,89643436
38897,89605066
38592,89575437
102031,89500435
40825,89492392
38523,89407015
38540,89401735
38531,89401094
100941,89383876
38488,89378092
38670,89368237
100367,89212568
39396,89204931
40224,89188771
38545,89182647
38610,89173916
38573,89147051
39086,89109364
38834,89058730
38542,89040342
40002,89033718
38548,89003886
100015,88967768
101074,88893950
101518,88873648
100883,88867634
38654,88825938
38683,88802832
38599,88778052
100530,88751107
40760,88720344
38623,88604310
38635,88512210
39316,88490217
39387,88387876
101235,88379794
39098,88373552
101963,88296572
38996,88290109
101695,88264872
39973,88226615
101458,88208149
38741,88169785
38714,88158651
38702,88093264
38709,88087072
100351,88079325
38941,88066447
38770,88061151
39267,88054044
38726,88005409
100514,87979732
100896,87974259
39301,87949881
102426,87919396
38768,87841643
38765,87835171
38762,87810935
38920,87757461
40646,87739310
39064,87637732
38815,87607747
38804,87581761
38824,87539571
40401,87527031
39645,87515955
38830,87475784
100281,87470134
38846,87431690
38839,87400994
39852,87398718
38842,87387630
39308,87348996
39946,87318483
38888,87228755
101004,87198872
40370,87171322
39462,87117466
38925,87086442
40392,87008639
38959,86998009
39036,86963191
39981,86940554
40185,86927997
100465,86924469
38946,86903871
38957,86856448
39295,86828093
39031,86819494
39877,86777782
38978,86772612
39120,86768556
38972,86762042
100215,86728719
101173,86722933
100604,86639201
39049,86579173
39102,86565779
39115,86548083
39866,86524826
39058,86487855
10355,86394147
40248,86351174
39053,86279929
100698,86239504
100250,86188226
39511,86170481
39090,86063812
100890,86050298
39179,85993232
10212,85986997
100277,85948609
39106,85924917
40302,85887262
39128,85847759
40450,85732075
39437,85731454
39218,85474170
39184,85474047
102009,85466422
39688,85466350
39413,85451180
39189,85411118
39333,85394935
39565,85388745
39334,85335213
42130,85325296
39227,85309199
40092,85194529
101349,85177327
39305,85168178
39235,85148635
39501,85136123
