new_body,orig_body,size
25364,841369741135,314845588
25365,841369735470,314845399
25366,17721115962,314825565
25367,7543650338,314731189
25368,13361919412,314722065
25369,978525301,314689597
25370,841369752710,314666733
25371,841369751303,314632124
25372,9935343317,314570915
25373,841369738574,314556309
25374,19440594270,314514554
25375,18682773027,314509652
25376,9217654964,314479153
25377,4617955506,314474104
25378,841369732484,314424165
25379,15687776452,314393337
25380,841369734184,314385884
25381,37985213607,314383243
25382,7889862074,314344468
25383,16635085786,314323854
25384,30113312899,314291596
25385,841369739445,314285491
25386,13578066424,314250423
25387,841369732766,314161205
25388,841369732060,314142402
25389,841369739649,314082733
25390,841369746213,314079779
25391,841369751429,314026390
25392,841369732877,313996372
25393,11225598874,313944450
25394,4670813322,313916147
25395,841369733223,313895884
25396,4222372945,313877113
25397,22333487898,313876892
25398,55244115073,313762310
25399,55067762,313737731
25400,8810524802,313712892
25401,26098603332,313690738
25402,841369731713,313628636
25403,841369733055,313626982
25404,841369735598,313620240
25405,841369732258,313579479
25406,841369735653,313576317
25407,841369739905,313546701
25408,841369733065,313528035
25409,23940268142,313510185
25410,841369743395,313381716
25411,42451313325,313352463
25412,841369732706,313318582
25413,841369733377,313298874
25414,841369737599,313200148
25415,32242329063,313074203
25416,841369734385,313042539
25417,841369744349,313031805
25418,841369734913,313014004
25419,55247654921,312978996
25420,841369730733,312940473
25421,841369740424,312894846
25422,6341248700,312878241
25423,841369749056,312873433
25424,4232554955,312864385
25425,841369750433,312861248
25426,4278621675,312835184
25427,841369738271,312834183
25428,841369751106,312817270
25429,13620951431,312771370
25430,10749139708,312749769
25431,12818671578,312709811
25432,14453218517,312614004
25433,42437477372,312590150
25434,841369754174,312522250
25435,9949174919,312462783
25436,841369733778,312417769
25437,41648329247,312414073
25438,841369752240,312397615
25439,39264230978,312374860
25440,36352561566,312344810
25441,14834439356,312290391
25442,5471244711,312234846
25443,9206141281,312222445
25444,38356136284,312197009
25445,841369734352,312151369
25446,841369735390,312140343
25447,19500230773,312107242
25448,841369735937,312069961
25449,21856850743,312014199
25450,39979083058,311995977
25451,19430655044,311950223
25452,841369735934,311945852
25453,37171418689,311908606
25454,33796050774,311871602
25455,841369754349,311845059
25456,14470347025,311826712
25457,36739485018,311801236
25458,841369743231,311776144
25459,25734153422,311754528
25460,30905290573,311729313
25461,38401143692,311701736
25462,841369748986,311619221
25463,841369752227,311566627
25464,32968698622,311543730
25465,39557761266,311541167
25466,39586729853,311415856
25467,841369736256,311364248
25468,841369738467,311323636
25469,2591729512,311277842
25470,13721027273,311275001
25471,32136156113,311274395
25472,841369752155,311219947
25473,21043147541,311194326
25474,25182653224,311091836
25475,44538542819,311087091
25476,47953376,311076643
25477,31754532138,311057213
25478,19779929151,311047712
25479,24743367799,311025108
25480,26080522187,311014843
25481,1363844292,310999666
25482,841369733004,310996316
25483,37146420448,310909069
25484,44999676618,310729853
25485,18591508462,310720783
25486,841369732445,310656512
25487,841369731019,310435181
25488,841369753418,310348431
25489,17721114817,310293372
25490,841369736146,310240808
25491,18985080489,310199298
25492,12868633678,310177415
25493,36738067916,310046453
25494,841369743397,309998092
25495,13574642467,309990074
25496,841369734233,309989058
25497,16918292756,309964970
25498,841369732074,309947366
25499,33453106892,309940713
25500,32600671878,309868285
25501,841369748992,309854922
25502,33371786549,309721826
25503,841369743332,309697876
25504,841369746595,309694587
25505,22440665919,309550936
25506,31428888729,309537345
25507,25669728399,309427051
25508,841369752591,309412985
25509,17340077786,309389781
25510,4671166689,309158300
25511,841369734586,309121676
25512,841369733714,309081390
25513,841369751615,309057386
25514,841369750303,309050515
25515,841369746291,309040038
25516,841369736429,309011047
25517,841369738912,309000331
25518,32659994258,308912323
25519,841369752187,308722791
25520,19840215900,308690015
25521,55654394095,308688902
25522,841369732784,308583198
25523,37988274929,308575931
25524,841369735043,308574501
25525,35550006396,308551918
25526,841369731263,308532660
25527,841369751806,308510511
25528,31878831108,308440204
25529,23932913736,308341301
25530,17371334810,308338383
25531,841369744340,308325503
25532,841369731764,308301757
25533,20709878187,308273168
25534,39996338639,308231755
25535,841369745637,308222460
25536,34270245532,308188879
25537,841369732080,308115858
25538,841369736030,308085894
25539,33523934421,308080104
25540,38026248739,308035375
25541,841369735007,307898327
25542,841369737848,307868663
25543,22270750594,307833676
25544,37203060122,307832213
25545,841369731782,307798248
25546,16624087389,307762719
25547,5860253145,307694370
25548,841369732272,307668802
25549,841369733321,307649923
25550,7873315800,307639174
25551,2502892956,307637732
25552,11098798043,307559180
25553,55640397659,307548530
25554,18127456055,307538703
25555,841369730219,307509030
25556,841369732936,307415013
25557,24848591852,307400553
25558,33908779870,307394752
25559,841369730953,307352625
25560,841369746452,307265023
25561,841369737230,307230346
25562,841369731965,307166005
25563,8742299397,307108271
25564,841369731026,306986986
25565,13167589768,306983621
25566,6287595437,306859651
25567,841369730719,306855434
25568,18981500677,306801955
25569,24393267629,306784335
25570,841369732723,306731645
25571,42509884951,306690284
25572,21530738910,306600153
25573,18686629795,306581689
25574,36357791625,306520239
25575,9889167414,306471981
25576,19925602678,306433226
25577,841369731795,306427278
25578,841369741511,306375359
25579,841369746869,306363869
25580,13636004552,306349834
25581,841369735190,306345559
25582,56467945078,306321691
25583,37553432862,306295126
25584,20186541095,306270809
25585,16922228007,306196694
25586,51569512,306111793
25587,841369730433,306110638
25588,19391498364,306080468
25589,28124910203,306052982
25590,38372366908,306050369
25591,3422536233,306036622
25592,841369737521,306035755
25593,37178216044,306000524
25594,18655610562,305981054
25595,32182853906,305957786
25596,12768482629,305938178
25597,841369743257,305895970
25598,20320784135,305810408
25599,841369752620,305790248
25600,36341823077,305774076
25601,55654272857,305738607
25602,4154772076,305713872
25603,42013008720,305650631
25604,44157233190,305646838
25605,18722792931,305613655
25606,841369741188,305609847
25607,841369739979,305574146
25608,841369730021,305573781
25609,841369733696,305571833
25610,841369746288,305537209
25611,11573618452,305524573
25612,21548265321,305471646
25613,5873592902,305395001
25614,21941595355,305388104
25615,841369740567,305374484
25616,2517360089,305363069
25617,34691123054,305361543
25618,8240463989,305307689
25619,841369744203,305266974
25620,10376989570,305153871
25621,7532810222,305146234
25622,41331604992,305086129
25623,5471215968,305001909
25624,34330456110,304828391
25625,26516026463,304776646
25626,841369732176,304769918
25627,55650739474,304765347
25628,56457294875,304745635
25629,841369739976,304740800
25630,27293583656,304723002
25631,2499281294,304700499
25632,37981640125,304642541
25633,841369751609,304575627
25634,841369751313,304563210
25635,841369751308,304558753
25636,11997536762,304555976
25637,31007692177,304527550
25638,841369752074,304526752
25639,38755290217,304522552
25640,7104843103,304516904
25641,27690221097,304484514
25642,22288595092,304427043
25643,34195713129,304345646
25644,55650698726,304328730
25645,21471493747,304304258
25646,841369749320,304263312
25647,841369739592,304187620
25648,4685242820,304170591
25649,2488623221,304167879
25650,38349656158,304160900
25651,51114743025,304142433
25652,841369731703,304093665
25653,36410565818,304052361
25654,841369735085,303995166
25655,5488820422,303973045
25656,43746872995,303971885
25657,28196207259,303971368
25658,55030598,303938552
25659,6256150614,303885662
25660,841369738585,303877402
25661,841369732733,303873886
25662,17327941332,303866152
25663,18545087023,303853361
25664,841369753641,303841675
25665,841369743126,303792867
25666,39180540192,303732876
25667,24375980181,303684696
25668,6740626352,303675544
25669,841369734489,303608625
25670,4660322671,303476518
25671,35069725031,303466827
25672,841369732722,303423843
25673,5036122473,303404682
25674,45373444679,303383204
25675,841369735333,303212182
25676,841369734677,303178078
25677,841369730824,303174947
25678,841369733074,303148206
25679,841369734533,303130871
25680,18981152374,303102623
25681,841369740867,303059119
25682,841369736430,302966047
25683,28040322732,302904116
25684,40496440016,302842706
25685,30216030056,302784209
25686,26433920357,302779499
25687,154197466,302740892
25688,26373699367,302678171
25689,841369731932,302587650
25690,39582800741,302538361
25691,32656493561,302518973
25692,841369745923,302477716
25693,35946015345,302461032
25694,22694859112,302424711
25695,38383805685,302178765
25696,841369735140,302153360
25697,841369736584,302142945
25698,12464529270,302049324
25699,5888200149,302049158
25700,841369751804,301887142
25701,16193010867,301881984
25702,21941593942,301853034
25703,22737702515,301852430
25704,5873623666,301772058
25705,841369750098,301745490
25706,841369732132,301740595
25707,56054095527,301717346
25708,40074361432,301717035
25709,27233950649,301711619
25710,22730152690,301701083
25711,841369751279,301699109
25712,9118562164,301698292
25713,51451587,301664403
25714,32242401442,301644640
25715,841369730807,301612312
25716,841369733008,301603164
25717,841369733312,301586823
25718,24378371560,301579106
25719,43700613457,301540873
25720,841369744782,301527534
25721,841369730477,301526988
25722,841369731624,301502991
25723,14460133646,301472083
25724,23597962286,301418473
25725,841369754074,301415022
25726,25210399139,301403758
25727,841369735547,301373551
25728,15658450672,301367587
25729,841369751302,301313572
25730,12760814319,301312416
25731,841369741757,301090722
25732,841369731547,301090183
25733,841369752804,301087621
25734,28058237591,301061619
25735,841369734606,301057478
25736,4211797031,301037117
25737,38320638794,301012822
25738,17384736668,301007993
25739,841369735629,301004137
25740,841369730806,300846483
25741,841369738429,300817690
25742,24760858897,300781331
25743,841369741245,300737143
25744,841369737153,300707234
25745,42104945712,300637389
25746,35579417755,300632374
25747,841369746712,300497248
25748,841369730861,300495193
25749,841369733466,300450651
25750,37121536737,300438027
25751,841369753664,300383486
25752,28853406448,300373207
25753,33477397416,300364181
25754,14537368644,300354631
25755,841369748593,300323880
25756,7961594128,300307557
25757,16154570548,300189715
25758,841369738112,300159151
25759,6309404096,300129202
25760,841369749908,300109741
25761,13228955102,300059791
25762,55661624501,300019666
25763,841369733481,299962506
25764,841369734613,299935752
25765,32652760690,299907736
25766,5077865579,299906794
25767,37949990415,299905733
25768,14948554980,299885109
25769,841369752008,299747175
25770,841369734667,299696814
25771,841369736769,299623143
25772,841369745567,299615630
25773,8308274419,299513430
25774,841369730135,299511532
25775,841369744259,299507070
25776,39212498178,299492866
25777,841369730350,299409258
25778,39165334692,299393937
25779,26434622708,299389757
25780,43311483984,299376639
25781,5063989544,299353372
25782,841369734374,299347487
25783,841369739295,299257123
25784,841369732884,299195569
25785,841369752245,299191872
25786,25581886268,299180267
25787,56471759621,299173932
25788,26080641329,299168903
25789,841369735892,299082234
25790,39594944937,299045372
25791,34743682185,299040978
25792,47054903211,298968834
25793,31849544482,298954091
25794,11265889388,298936179
25795,6241638181,298917857
25796,26823601077,298856212
25797,23971985682,298850359
25798,32571906392,298795234
25799,40036740142,298759980
25800,34283408205,298741089
25801,1385380718,298711446
25802,47423056070,298628925
25803,35489470892,298604633
25804,17462489174,298603655
25805,841369733000,298542770
25806,841369732038,298513356
25807,841369745627,298494210
25808,841369751292,298492644
25809,4239552666,298478525
25810,841369736604,298427373
25811,5807151735,298420585
25812,841369743458,298411984
25813,841369750460,298336722
25814,37078726309,298265066
25815,841369743398,298225364
25816,841369743663,298195632
25817,19964625967,298165413
25818,841369751528,298159442
25819,841369734386,298149531
25820,31371692353,298146957
25821,37987055508,298131666
25822,841369754302,298012187
25823,841369746143,298001510
25824,13716620553,297923539
25825,21046676798,297918266
25826,28446590237,297912389
25827,44099814592,297898666
25828,31428851762,297844759
25829,841369736128,297825926
25830,2159436041,297797669
25831,841369733275,297780035
25832,841369744869,297777594
25833,841369739158,297776764
25834,21584701829,297741047
25835,35521347553,297740154
25836,841369736580,297706712
25837,841369745511,297660477
25838,41704888383,297635973
25839,11580809231,297527499
25840,41670576681,297501367
25841,3015756734,297458158
25842,36796360278,297416761
25843,46252324692,297409654
25844,24746592206,297337141
25845,23151085041,297319469
25846,841369732717,297172530
25847,841369734207,297152401
25848,16511905392,297121759
25849,841369731474,297120408
25850,841369735707,297099843
25851,841369735861,297047090
25852,841369733177,297040945
25853,5510087391,297021020
25854,5420809488,297016085
25855,841369746104,296947222
25856,19391498859,296862539
25857,841369751548,296847001
25858,7034208880,296770818
25859,841369740662,296750683
25860,841369731640,296706373
25861,841369737554,296679271
25862,841369731973,296671694
25863,841369735613,296630392
25864,841369734002,296629871
25865,31428968635,296621501
25866,12789428636,296570745
25867,18103793640,296545504
25868,841369730589,296443882
25869,841369748159,296399262
25870,841369743546,296395490
25871,25164645580,296385164
25872,31320092695,296365717
25873,35963933024,296364026
25874,25974908804,296353213
25875,841369732055,296259132
25876,12500333692,296239421
25877,841369752822,296226991
25878,19391460378,296176895
25879,41719746334,296175404
25880,14028237408,296119928
25881,7437917956,296116497
25882,36371943773,296085738
25883,841369735130,296065628
25884,21870607651,296052479
25885,9156106742,296047261
25886,841369737333,296039327
25887,841369746594,296019284
25888,32289019708,295999720
25889,841369733116,295984865
25890,19840215454,295980218
25891,841369734687,295906647
25892,841369733161,295879640
25893,15284062323,295870876
25894,19500234035,295829039
25895,841369731660,295745314
25896,841369739389,295708848
25897,841369732880,295683184
25898,41627689163,295662948
25899,3861621604,295595185
25900,841369737340,295557476
25901,6663548862,295521855
25902,19504502645,295417216
25903,56460830642,295381121
25904,30116615740,295116569
25905,55640322205,295092040
25906,36293118014,295073662
25907,35480073981,295073241
25908,841369750183,295063149
25909,21100139982,295049073
25910,31022157942,295046174
25911,841369731140,295039711
25912,11584229560,294996487
25913,841369751039,294955075
25914,3369635508,294931973
25915,44617751286,294924324
25916,38759972684,294923821
25917,3036982318,294894165
25918,55247618209,294845426
25919,8240621896,294818901
25920,16079660798,294796418
25921,841369736779,294694928
25922,2202082382,294654315
25923,841369743444,294630605
25924,31390797898,294595354
25925,21885194319,294435234
25926,10002086893,294434784
25927,841369734307,294357609
25928,841369734905,294332262
25929,2520897411,294219967
25930,13273837383,294101154
25931,26809247817,294095441
25932,31018612394,294034916
25933,841369750091,294008005
25934,14859834667,293948854
25935,2506351466,293922504
25936,18552397923,293904263
25937,26037910777,293902613
25938,39232078452,293883668
25939,841369736217,293859858
25940,55654476318,293779872
25941,7034443370,293742479
25942,34294650956,293728206
25943,841369737242,293710783
25944,28970727822,293705496
25945,841369735651,293679653
25946,6285266459,293580099
25947,841369744764,293536001
25948,841369753587,293468241
25949,841369735250,293465601
25950,841369729980,293429075
25951,6276942704,293415266
25952,841369731404,293376691
25953,26387691150,293342644
25954,22376243654,293339292
25955,14915257487,293297214
25956,841369742159,293285775
25957,30640896814,293264917
25958,841369734947,293240679
25959,841369733851,293178713
25960,14512729234,293166871
25961,34315484832,293165553
25962,841369753727,293160935
25963,841369752304,293004004
25964,841369732674,293003352
25965,23940068226,292996283
25966,33838662162,292982513
25967,24343505702,292954919
25968,19840218845,292916889
25969,26812713907,292891153
25970,2924172147,292837946
25971,17902080237,292744813
25972,4997252582,292733959
25973,25645485701,292719745
25974,841369730940,292701478
25975,17347195741,292677940
25976,841369733579,292658422
25977,26444771615,292629128
25978,19779928199,292625251
25979,841369735480,292593616
25980,841369732081,292581430
25981,841369733847,292535717
25982,3033247089,292387609
25983,23548114058,292358378
25984,56464211080,292356001
25985,841369731467,292288962
25986,841369734794,292278579
25987,841369743386,292233865
25988,841369735984,292160536
25989,22691323195,292151849
25990,11990147439,292148701
25991,5078382741,292147605
25992,29303021134,292126612
25993,841369752567,292119206
25994,13639580662,292077816
25995,25592534022,292029837
25996,23551017985,292019394
25997,18574759805,291967756
25998,22005630752,291958468
25999,3864766477,291932776
26000,26377952395,291917188
26001,62223523926,291891133
26002,841369737122,291841394
26003,24786093555,291795822
26004,841369737389,291794860
26005,841369746457,291757055
26006,37965987070,291755841
26007,841369731555,291743374
26008,841369749131,291724617
26009,2502853273,291678499
26010,31761882286,291673390
26011,14508486249,291666665
26012,841369737568,291532444
26013,55251121664,291521291
26014,841369735521,291494373
26015,9153273332,291454234
26016,35447923975,291447450
26017,19496647654,291383663
26018,841369733477,291298066
26019,841369736499,291291603
26020,38376223203,291291225
26021,17306708018,291170840
26022,35150537623,291133596
26023,9948750358,291072384
26024,20781842565,290950361
26025,13677039826,290897986
26026,37210206848,290875378
26027,19783466275,290848242
26028,841369745538,290809275
26029,4282395687,290802776
26030,20299441449,290784681
26031,841369751300,290625819
26032,841369751251,290609069
26033,841369737702,290577253
26034,40042135410,290572694
26035,39593097828,290571451
26036,39214973459,290559629
26037,841369751602,290537595
26038,841369730249,290439419
26039,22295625936,290372050
26040,841369731440,290333199
26041,841369732948,290331508
26042,41199335760,290318950
26043,841369731090,290268107
26044,841369730404,290246856
26045,34663378067,290217081
26046,2534610137,290203278
26047,38758749724,290166814
26048,7133143316,290148841
26049,841369738594,290143817
26050,841369743499,290140829
26051,841369732163,290102510
26052,841369735081,290089885
26053,841369734945,290036639
26054,841369729977,290005859
26055,56460750459,290005667
26056,26479988873,289978911
26057,9598373334,289950358
26058,841369735045,289920149
26059,18563609459,289891887
26060,51490873,289871117
26061,26777342928,289843922
26062,33020357091,289795329
26063,841369753276,289747567
26064,56057476436,289741226
26065,5895513173,289660790
26066,12358166102,289653976
26067,841369735420,289549368
26068,30604684690,289498326
26069,32264138910,289489409
26070,39229670298,289432272
26071,841369729969,289288112
26072,5077865816,289269017
26073,8792402437,289219065
26074,23519178821,289212412
26075,31440012988,289208177
26076,26908225250,289160037
26077,6747907821,289085073
26078,36745145543,289078429
26079,22415986457,289065398
26080,28058392570,289026124
26081,841369751532,289005848
26082,841369734353,288977933
26083,841369752219,288870161
26084,12404975467,288801271
26085,28493556189,288798971
26086,841369730130,288748769
26087,841369730829,288708570
26088,27318576677,288700306
26089,28471700409,288641088
26090,841369734081,288619046
26091,23537575586,288614330
26092,3815559754,288532550
26093,154125783,288493862
26094,841369732450,288479500
26095,6315939387,288478903
26096,24799618832,288442023
26097,841369741962,288431618
26098,841369731922,288391904
26099,841369736323,288377257
26100,841369743852,288350875
26101,841369745295,288306450
26102,5849879503,288267588
26103,23158829650,288219185
26104,17847963046,288211739
26105,841369739459,288206260
26106,38452040379,288162568
26107,22009161452,288094134
26108,42114023235,288085137
26109,841369738379,288069374
26110,841369742027,288052177
26111,5916549585,288046813
26112,841369738635,288006411
26113,841369746298,287991102
26114,25149988317,287922388
26115,841369735010,287811415
26116,841369739120,287782277
26117,60628289552,287738277
26118,841369749584,287693882
26119,14884955875,287685328
26120,39173230015,287683861
26121,841369739501,287617308
26122,841369739334,287617007
26123,21572785933,287600988
26124,841369731346,287562457
26125,8318575327,287499057
26126,841369747351,287496931
26127,23526568439,287460375
26128,841369750528,287411665
26129,841369731652,287389187
26130,26480258542,287377168
26131,24814156273,287357391
26132,16192146477,287283260
26133,31426017814,287281108
26134,43287505436,287264885
26135,3843502906,287243396
26136,15799480784,287221731
26137,841369731543,287197438
26138,23597327378,287193154
26139,26472635169,287174787
26140,841369741190,287159556
26141,841369734208,287104623
26142,841369735754,287059020
26143,841369750565,287020803
26144,841369746750,287013132
26145,31844049110,286950616
26146,841369737414,286861965
26147,841369752223,286766776
26148,35886891785,286740924
26149,31835594385,286713959
26150,56054016880,286710365
26151,33516473200,286646729
26152,841369732386,286605391
26153,25981621148,286589377
26154,31040896246,286583185
26155,13167667235,286568431
26156,2184395662,286544310
26157,29732130231,286539566
26158,841369751384,286509172
26159,33841250890,286495565
26160,6284177442,286479636
26161,18198995073,286456075
26162,26434702044,286454884
26163,25175146035,286434126
26164,41734052931,286433317
26165,841369749574,286432182
26166,841369740164,286391655
26167,8775187479,286354243
26168,36320679847,286331340
26169,841369731567,286308315
26170,841369743125,286306310
26171,4140573599,286276304
26172,841369736427,286271143
26173,841369742744,286249467
26174,48250796703,286235280
26175,17452257238,286227704
26176,56061009657,286218602
26177,36300865133,286206127
26178,21471493582,286176232
26179,14427508322,286152047
26180,841369752821,286150418
26181,841369746652,286111114
26182,23631947946,286103238
26183,33848444686,286078695
26184,35147821811,286034988
26185,841369735084,286027558
26186,24006662231,286023881
26187,7515863725,285987552
26188,841369730036,285969980
26189,21856777119,285940649
26190,56057747465,285938336
26191,32636416561,285921878
26192,2591018690,285902228
26193,16656909310,285887212
26194,32674376692,285812783
26195,15768671136,285801203
26196,841369733897,285767168
26197,36399759084,285760505
26198,23540915329,285557554
26199,841369730373,285507236
26200,5492523451,285504171
26201,32574575669,285480512
26202,44150033283,285429426
26203,55658044959,285395359
26204,841369739745,285315261
26205,841369738899,285300337
26206,7539961301,285213634
26207,59400878269,285210088
26208,841369747777,285195341
26209,25585185029,285171547
26210,841369741213,285126036
26211,56457137805,285098461
26212,20332498757,285087703
26213,49499229452,285046685
26214,5874089074,285006180
26215,56060970994,284992354
26216,841369741976,284991443
26217,841369736042,284979036
26218,841369751366,284978574
26219,841369745870,284939635
26220,841369747389,284937662
26221,24326412533,284910399
26222,22783376168,284878032
26223,841369753356,284818735
26224,12042695361,284800206
26225,841369733997,284782536
26226,841369732579,284699738
26227,841369753274,284694388
26228,35903797891,284679063
26229,841369734196,284673206
26230,841369750315,284629718
26231,22376520462,284532134
26232,32699334947,284530249
26233,33014413515,284525615
26234,841369734244,284465664
26235,13656684693,284460738
26236,841369754099,284430766
26237,34655910044,284374977
26238,3836505001,284311694
26239,841369737617,284298713
26240,841369730966,284293673
26241,35996729406,284246132
26242,21867503346,284203250
26243,841369744178,284173371
26244,841369749158,284148540
26245,841369731420,284092787
26246,40008799377,284074679
26247,17721118996,284071972
26248,26812239018,284069442
26249,14105826726,283970650
26250,841369733839,283958466
26251,841369730555,283909820
26252,21435813735,283865760
26253,29808571023,283837529
26254,16999534493,283831071
26255,33862242111,283825493
26256,841369753280,283795812
26257,39573169987,283772233
26258,841369739004,283771075
26259,841369742098,283765845
26260,841369753724,283724057
26261,841369740446,283702592
26262,841369731949,283655801
26263,841369745898,283631854
26264,24351210287,283620600
26265,30131396271,283597623
26266,841369737011,283573601
26267,1795311156,283525313
26268,55247498797,283499960
26269,841369738507,283492708
26270,11141053897,283481402
26271,39218745082,283480431
26272,2952242620,283458329
26273,7986357411,283455265
26274,22377426834,283445162
26275,841369745214,283442296
26276,571639998,283433820
26277,26084138645,283419810
26278,841369753411,283419315
26279,841369734030,283403194
26280,11134017694,283295086
26281,841369731124,283220603
26282,7925901987,283192509
26283,11679860020,283186777
26284,841369731289,283081498
26285,37952897898,283001823
26286,30562619498,282993750
26287,841369753286,282972553
26288,31747736851,282965706
26289,17488147153,282942557
26290,841369753005,282922782
26291,21530739918,282877659
26292,841369736771,282874526
26293,841369740105,282833234
26294,12389776051,282825845
26295,13196490832,282705596
26296,32599927372,282616438
26297,841369732066,282585486
26298,841369741753,282577315
26299,20378438641,282521753
26300,841369751599,282510670
26301,841369735118,282497907
26302,33070980418,282448081
26303,32249482665,282427061
26304,841369737711,282408187
26305,841369735109,282359204
26306,21457038268,282299844
26307,841369752518,282224665
26308,7844266590,282200928
26309,21569256209,282167234
26310,841369751980,282161866
26311,19426325683,282149634
26312,14470313876,282102991
26313,26908223651,282101760
26314,22383438495,282056801
26315,841369733328,282038461
26316,39992799653,282023812
26317,55650734930,281881594
26318,38380232039,281879461
26319,841369736995,281849559
26320,841369732222,281839892
26321,23922778626,281804999
26322,2198506728,281755654
26323,3429331300,281717370
26324,34737393486,281696777
26325,841369735047,281665235
26326,841369737415,281655477
26327,29698835810,281589191
26328,841369741026,281527465
26329,841369730915,281527334
26330,841369732501,281517911
26331,24378767599,281477502
26332,841369730277,281414757
26333,841369734502,281340325
26334,841369743867,281309418
26335,2580252870,281269800
26336,11669249711,281242757
26337,21885385358,281229322
26338,841369751276,281162697
26339,2209397678,281148658
26340,28988180774,281093169
26341,841369739351,281051458
26342,11940065941,280865256
26343,841369742271,280863049
26344,12825950500,280781713
26345,841369731159,280780707
26346,7123006089,280605439
26347,9086532484,280598636
26348,33063272291,280565091
26349,16918725003,280558187
26350,22323803973,280553160
26351,55028477,280523139
26352,43715824011,280453083
26353,29728152431,280432176
26354,28963181219,280420022
26355,18981536412,280281958
26356,14575727356,280242343
26357,841369742158,280222753
26358,23098606906,280221320
26359,37524813067,280139362
26360,841369734278,280113857
26361,841369746447,280095213
26362,27223305430,280083815
26363,841369730158,280083693
26364,3839618324,280070081
26365,841369731924,280056166
26366,8810563377,279998571
26367,17306786924,279991235
26368,20257610942,279939324
26369,27241549354,279933021
26370,841369740984,279875111
26371,36775060875,279868455
26372,17721078585,279845861
26373,841369731748,279843371
26374,27248455462,279822634
26375,17063723051,279757821
26376,35069576144,279756909
26377,22284585355,279737606
26378,9896429387,279725779
26379,841369752500,279690672
26380,841369753887,279647434
26381,37920740206,279646372
26382,20328962615,279604822
26383,841369741246,279567870
26384,37173425973,279542467
26385,841369742954,279529801
26386,4681779549,279504480
26387,17721111968,279473256
26388,36356175883,279466039
26389,33449333853,279409442
26390,841369735786,279294303
26391,23119836435,279232224
26392,19075498908,279147150
26393,30558066396,279112853
26394,21951505659,279054180
26395,841369732004,279053787
26396,841369740453,279021452
26397,841369737828,279003422
26398,38031197065,278996488
26399,841369730104,278955899
26400,47914081,278904397
26401,6737011921,278899549
26402,841369749865,278840513
26403,841369732773,278838520
26404,841369745256,278833978
26405,4663661754,278832621
26406,48076468,278809364
26407,841369738709,278795279
26408,15248375648,278734078
26409,841369743751,278717515
26410,841369736322,278711170
26411,19089864536,278711000
26412,19511500174,278652988
26413,21927761766,278591218
26414,11679354497,278581100
26415,1795391024,278549498
26416,40874665674,278535230
26417,841369732289,278478395
26418,31882244890,278430213
26419,841369747385,278395407
26420,841369730830,278347731
26421,6270102736,278323802
26422,37942796499,278263049
26423,841369752085,278252124
26424,11612054363,278204190
26425,39264225952,278010077
26426,41316664626,278008243
26427,841369739202,277995152
26428,33010953458,277950681
26429,841369738342,277949767
26430,841369751692,277949113
26431,841369749592,277865737
26432,841369734611,277809435
26433,841369747853,277802175
26434,50715825737,277782449
26435,16107840398,277660240
26436,18258431267,277629000
26437,841369732443,277623597
26438,18258506551,277607523
26439,841369735097,277568749
26440,55233503609,277566625
26441,9556667025,277519432
26442,5099210817,277418289
26443,7504422851,277418076
26444,841369729951,277380764
26445,30586408739,277348913
26446,14819704255,277245735
26447,32214765660,277208037
26448,36382119450,277195180
26449,8725186504,277166484
26450,841369733552,277127994
26451,41202874510,277093782
26452,5870786948,277028125
26453,841369735344,277022991
26454,841369730701,277006355
26455,19772963784,276991974
26456,2181171993,276963906
26457,841369732843,276948969
26458,841369733445,276948685
26459,21106696580,276928368
26460,841369735774,276885227
26461,20335045459,276838684
26462,28047547868,276814738
26463,32681844744,276802172
26464,30147822306,276761650
26465,2499279288,276754385
26466,14855398433,276743770
26467,24761250727,276716802
26468,33876357096,276622539
26469,5917134669,276590842
26470,19115382092,276525818
26471,6716220349,276521471
26472,39233017121,276486088
26473,841369738630,276450823
26474,841369735723,276389175
26475,5463774693,276362223
26476,38765552121,276352484
26477,18715644632,276349731
26478,841369733678,276259905
26479,9528884100,276255088
26480,841369731054,276221703
26481,18638084470,276199615
26482,9624278613,276196424
26483,841369731036,276151841
26484,17381671383,276151481
26485,841369751859,276135456
26486,841369734695,276109614
26487,37555868256,276052090
26488,841369737845,276013784
26489,38381333126,275973726
26490,12394131562,275955185
26491,841369731071,275886876
26492,44495649822,275852714
26493,38337893651,275841985
26494,841369742105,275819618
26495,841369744348,275759316
26496,32240319542,275739779
26497,841369730925,275691637
26498,9906175583,275642741
26499,841369731744,275599060
26500,33919946651,275592503
26501,841369730711,275563973
26502,40854189065,275521215
26503,13167630097,275506599
26504,21548694032,275455574
26505,28899819222,275427199
26506,841369753663,275425824
26507,841369751409,275417229
26508,22030469368,275383057
26509,37610274503,275299440
26510,841369735751,275281034
26511,841369731509,275270980
26512,841369743788,275210220
26513,841369732228,275169539
26514,29423810002,275166328
26515,11190186737,275149674
26516,841369738735,275136366
26517,29310173907,275082298
26518,841369750097,275073440
26519,841369736467,275073251
26520,841369752794,275051730
26521,841369731732,275023800
26522,29384663833,275008075
26523,841369732126,275005046
26524,841369730744,274956512
26525,16933227098,274928083
26526,841369736830,274888098
26527,841369737598,274833859
26528,841369734176,274825138
26529,4247219394,274768911
