body,boxed_size,full_size
841369735644,1389042,747230711
841369737230,1380580,307230346
841369734307,1313755,294357609
841369736319,1309950,606156105
841369738360,1305433,379555354
19928278725,1290751,1097975697
24834597220,1253973,6215235
23207255539,1248380,16683490
841369729956,1244852,1350483740
18689807993,1240117,117077054
841369730499,1203517,359308445
21158986661,1199750,1014977485
24024426799,1194550,1445631
24024427413,1186132,1257478
841369732147,1174980,381425535
841369734955,1172327,3195698727
24427703829,1170553,2492320
17027205776,1162172,495843499
20713414678,1154808,771288847
23165118437,1109959,592202461
19507267665,1077266,2350695729
841369735118,1072371,282497907
21116533022,1061208,376104158
23182681302,1022594,2544257389
19093048592,991667,391167427
841369746324,989957,1002243872
24838134711,975957,19266951
841369735007,953011,307898327
20310094296,952586,527466286
18283085321,937695,351644852
24830978536,921669,45427164
841369734268,904385,2425680570
17869101608,889420,395394280
24845206518,886077,2367553
19110951371,880173,1187687885
841369748475,880170,328865854
24017388012,866826,900004
841369750407,856042,250857756
24838023379,854732,2868532
24020921654,853150,1666620
24845170078,833023,833565
24431279052,831347,831347
24020967862,825534,938578
6645390462,822681,13011967697
19924373095,821228,1652926289
19500226665,819397,542371534
23631947946,819002,286103238
841369746689,799032,405071686
24020925128,769200,1116935
24020965653,767157,834066
16246472798,752679,1187185561
841369740403,726741,351811984
24841670312,725180,1034887
23203989082,724181,789719496
24434811595,716079,716079
12018129448,713778,1440601935
841369738835,699850,830015098
19111063298,660805,3867178856
7904952327,657664,2143064130
24427738798,647622,650972
24427740882,646542,646614
18668662061,634217,124443861
24841595083,614198,614262
841369737283,579484,241121214
23610571937,565272,2275612
24431279966,560812,560812
17872766840,556120,1229191687
24434813197,552145,552145
841369732174,549468,334480005
7115147981,549358,2046914534
24431275529,548794,548794
17788647403,542684,1478073711
24431235331,528207,528207
24431277611,524179,524179
20731173067,523640,634952520
841369730978,523552,105342406
24020926094,517883,545289
19500233385,514095,2984614374
24431282645,510323,510323
24431277363,506697,506697
24838134267,505950,1067477
24845205761,500851,500851
23596577287,495504,3723189
24841591727,484064,526890
24427702534,482242,482242
24841670200,481182,526691
24431236047,480195,480195
24838132739,469481,511274
841369730335,465648,2668065801
24431314304,465103,465103
24431315081,464244,464244
24431239995,453373,465825
841369735981,452644,2236904785
841369748865,447204,334149227
24020928203,436541,436541
24838092520,433244,544898
24434777658,430363,464489
24431277090,427015,427015
24013774649,426834,5585383
21141485943,422621,2173098755
24431283027,422526,422526
24020883300,396836,2261018
24434819118,395760,395760
24431321201,394936,394936
24841628249,390231,390231
24431277936,389957,2462301
24431274489,383940,383940
24427739175,381737,471259
24020928594,380754,380754
24841634147,376092,557967
24434859121,370891,370891
19114477177,370350,575549533
24434853825,367795,367795
841369740291,366829,221965149
841369734386,366254,298149531
24431277387,362729,362729
24431314685,362637,524826
24431281188,358688,358688
24024503333,344146,367792
24431282017,343482,343482
24434817093,339805,363352
24431318169,337292,337292
841369751087,337169,1074085760
24431236803,336388,348185
841369742101,327450,3433852176
14530922802,323894,2409797089
24434859987,323286,323286
24024465374,318256,335326
24017429620,316530,434492
24431236952,313666,313666
841369751571,313006,364774393
19931814508,308391,1081917134
24434779894,301242,301242
24431322069,295310,320562
24431282238,293434,293434
24024504247,293383,370426
24431284110,285982,285982
24020966628,277367,277367
20709878187,275732,308273168
24431240525,274488,331422
24434811323,274219,274219
24434774740,273553,273553
24427779223,269170,320834
24020967364,267327,267327
24431277294,266189,266189
24427704931,264773,415348
24024425387,262973,645031
24434774687,262949,323400
24024466069,259676,259676
24431282984,257662,302737
841369735113,254684,417177871
24431241544,252326,252326
841369735407,246455,5337868462
24845205147,245587,320933
24431320707,243201,243201
841369734084,243151,2826149736
841369735119,241620,467954105
24431281009,241076,241076
24431274533,240558,240558
17437726200,239555,2632760098
24427738472,237940,237940
24427783545,234538,284705
24434817455,232289,385341
24845169155,231463,276327
24427738387,230011,231002
24431280396,228922,228922
24434772747,227058,252952
24431313348,225149,225149
24845166737,224983,224983
24020927196,224955,224955
24020888644,223773,553289
23610569825,223655,513725
24431318742,222243,222243
841369733576,220994,4596796795
24431283087,219622,219622
5095882688,216746,1477897571
24020884673,216326,1024652
24020927427,211046,211046
24838132181,209773,238865
24845170310,208035,208035
24431236898,207845,208029
24024465946,207163,331079
24017429250,206607,252648
24841632944,205292,268639
24431276158,202770,202770
24431238963,202679,202679
24434814182,202227,202227
24841628393,202030,202030
24427737026,200178,397263
24024503549,198536,547765
24431242647,196724,206923
841369751032,194177,1407011132
24020926134,193069,317354
24841593853,193066,229364
24841629915,190967,248392
24431280416,190696,190696
24020887860,189912,265525
24431276665,189424,189424
24845169072,188260,188260
24431274304,188212,188212
24020927747,187374,187374
24841600360,185755,1456109
24838053322,184523,311392
24431313994,183748,183748
24431235295,183597,188688
24431241022,183085,183085
24024504035,181376,239059
24434851045,180606,299167
24431315292,180153,180153
24017389746,179948,179948
24841631560,176455,178757
24427738619,175644,184885
24427738668,174565,323422
24431283266,173673,173673
24431321197,173661,174418
24431240777,173622,173622
24434855654,173279,175609
24020927070,173050,174852
24424163910,172230,5020412
24020926731,172060,308442
24431317281,171601,171601
24431279150,170897,170897
24431237564,169732,193686
24431240803,169281,251682
24431238124,168896,239977
24431284539,168546,168546
24434818026,166524,178240
24841593031,166521,166521
24020959020,166493,777762
24434813722,164662,164662
24431318508,164636,164636
24427739442,164408,349529
24434859842,164395,170900
24427705884,164116,342361
24838091633,163436,338825
24841631226,162567,174102
24020928326,161056,161056
24841589661,160928,162326
24024428172,160071,160085
24020925217,158722,240600
24841629160,158700,158700
24431318195,158569,158569
841369736329,158179,117747252
24434850503,157058,162388
24020927000,154662,154662
24841633230,153706,176773
24845166604,153614,153614
20306599379,153004,495196387
24845167629,152914,201263
24841592644,152837,264928
24431281150,151795,151795
24427702861,151073,208321
24024462958,151015,590649
24024503424,150730,165335
24020966797,150578,150578
24431276703,150290,150290
24841668770,149828,251474
24427743544,148923,148923
24434859057,148273,148273
24431281579,147167,147167
24431276740,146946,146946
24020926494,145354,164873
24020927688,145298,145298
24024467013,145042,147925
24845207093,144095,187748
24845169783,144012,144012
24024465802,143975,143975
24841632193,143617,143617
24845206487,143496,615359
24434815325,143401,143401
24431317894,143131,240614
15354423778,142603,843746071
24434816909,142386,230231
24841594117,142038,376574
24841669879,141765,273648
24431280251,140959,140959
24431319411,140589,140589
24434851852,139798,139798
24024503656,138925,138925
24431235265,137139,137139
24431319456,136806,136806
24431277092,136687,136687
24431276409,136317,136317
24427740842,136243,142422
24024503828,134989,171261
24431241777,133770,796613
24431319209,133649,133649
24427740485,133364,146743
24024428027,133219,133219
24434817616,133133,133133
841369750396,133021,379669386
24020889649,132844,132844
24845169021,132589,132589
24845168617,132360,198588
24020888599,131660,190368
24434852320,131141,131141
24024504731,130710,799744
24434815838,130353,130353
24434813815,129134,171185
24841591207,128472,145047
24431317157,128394,128394
24431315837,128038,213492
24020927770,127982,127982
24434817291,127662,127662
24431317211,127554,127554
24431275916,127259,127259
24838052937,127254,127254
24434817880,126960,190431
24431318602,126955,126955
24845207638,126456,128063
24431281506,126136,126136
24427744591,125440,133204
24434819177,125286,125286
24845167819,125040,125040
24431322391,125030,125030
24845207449,124770,124770
841369740347,122252,1998407432
24845167340,121936,121936
24431282763,121869,121869
24431236147,121402,121402
24427739937,121056,157219
24431313802,120773,120773
24434858255,120181,120181
24845205504,119883,119883
24434812254,118258,118258
24841629263,117743,186963
24838134786,117648,221983
24431318111,117599,117599
24845130564,117558,122862
24841629669,115797,115797
24434818479,115547,115547
24020889789,115066,121409
24841595401,114848,221370
19496647654,114837,291383663
24427702450,114174,901474
24434850455,113900,121449
24427698137,113463,145023
24431281393,112876,112876
24838057501,112593,340725
24431282220,112571,112571
24434815288,111799,111799
24427705736,111345,128453
24838093412,110746,122240
24431317630,110375,142321
24020922748,110150,790834
24845168645,109492,109492
24841630748,109279,109279
24434779285,109030,346294
24024503448,108879,108879
24020889917,108699,108699
24431318106,108655,108655
24434819316,108457,108457
19107284553,108450,335708648
24434817134,108210,124508
24434779253,108162,133344
24841629768,108160,108160
24020926859,107992,108438
24431279871,107987,107987
24845207279,107202,123318
24431315948,107109,107109
24845208321,106235,106235
24841629952,105944,105944
24845169464,105901,105901
24841670535,105821,126492
24020889111,105744,105744
24434852036,105509,110680
24431281911,105104,105104
24024466877,104762,104762
24431234228,104691,104691
24841669019,104030,104030
24845168317,103967,103967
24434776084,103480,103480
24434858268,103201,103201
24845171352,102477,102477
24845126623,102270,102270
24434815300,101981,101981
24020888595,101245,101245
24020925635,101189,129000
24020926217,100841,136139
24431282831,100751,100751
24020927990,100676,100676
24024464936,100306,123567
24431281758,99929,99929
20716988315,99846,3252955615
24434860159,99844,99844
24431234883,99806,99806
24838094818,99644,103464
24431274508,99584,99584
24838091420,99544,108694
24841597347,99501,99501
24434856518,98931,127454
24434772030,98259,98259
24020928134,98160,98160
24845134133,97805,181487
24431320784,97628,97628
24845165786,97554,97554
24427780188,97368,102701
23614113208,97115,241781
24431318805,97071,97071
24024461838,96995,154762
24841667485,96425,96425
24427698141,96412,96412
24024428016,96304,96304
24434858575,96188,96188
24431320046,96065,138998
24431273749,95997,95997
24841628651,95767,95767
24434781135,94652,139680
24017429384,94599,2521757
24431275764,94360,94360
24845167710,94258,94258
24020926944,93931,94035
24841589823,93743,93743
24431319802,93699,93699
24431277560,93676,93676
24434811289,93647,93647
24431274373,93598,93598
24020926419,93399,98614
24841629240,93398,93398
24020925359,93275,137854
24431317575,93266,93266
24431274835,93245,93245
24020888672,93114,119739
24427775409,92738,192248
24431234910,92662,92662
24841592056,92422,92422
24024467022,92415,92415
24434814744,92339,92339
24838053481,92201,92201
20342208866,91630,668505393
22354935702,91535,174161467
24431319946,91384,91384
24841630063,91192,91192
24841667966,91107,123997
24431277885,90810,90810
24024424569,90742,189175
24431278503,90741,90741
19510805913,90712,966371052
24841667414,90523,90523
24434774730,90317,90317
24020927360,90239,90239
24434815803,90220,90220
24434811981,90115,90115
24841629891,90025,90025
24431276864,89950,89950
24434780341,89849,241467
24841669113,89578,89578
24845209975,89541,89541
24838056626,89343,130145
24838134976,89213,118324
24431274143,89142,89142
24427738298,89074,89074
24431283775,88987,88987
24845129534,88975,7355007
24841671729,88842,88842
24841670018,88762,106606
24431279770,88440,88440
24838056749,88409,204762
24845167765,88345,88345
24431322333,88264,149177
24024502997,88123,203620
24841671788,87964,139270
24024465120,87695,114668
24427737792,87294,135376
24431278560,87134,87134
24431273854,86809,86809
24024427349,86554,105437
24845170465,86553,128092
24431322375,86449,86449
24431242163,86343,86343
24431275906,86196,86196
24431237313,86081,86081
24841667806,85987,85987
23203787043,85964,1904043
24024466804,85605,85605
24431282290,85381,85381
24845174173,85311,156688
24838090683,84738,84738
24024465671,84630,89422
24024466997,84454,84454
24434817102,84172,84172
24434814767,83957,83957
24845205679,83725,154341
24431279383,83433,83433
24431313569,83099,83099
24431238348,82880,82880
24431274950,82299,82299
841369731014,82210,248233406
841369731412,82151,795760434
24427741052,81634,89732
24431276552,81622,81622
24431237673,81020,85130
24434772604,80981,144735
24431236574,80959,95583
841369740289,80799,533936607
11223047023,80726,3416577435
24431277032,80091,80091
24431315943,79762,79762
24024502854,79422,220989
24434819520,79419,148217
24017384438,79371,816595
24434859093,79206,87717
24431360113,78984,257347
24431242513,78897,181564
24841629700,78508,78508
24024466490,78358,78358
24845127498,78325,106422
24434776935,78215,78215
24020926602,78022,88165
24431313567,77665,77665
24024464534,77659,365700
24431313272,77596,109223
24431273817,77421,77421
24841628698,76791,76791
24434852712,76763,89191
841369738361,76602,443274499
24841594278,76415,100543
24431277729,76404,76404
24024462663,76101,166083
24431284083,75856,75856
24841631829,75822,75822
24024424807,75623,141855
24020965723,75586,107647
24841630613,75471,75471
24845167680,75241,75241
24024502799,75221,193546
24841632700,74800,169748
24841629208,74512,74512
24020924766,74450,122262
24427700130,74426,74426
24017348219,74320,1157563
20727554678,74138,1626973127
24434773429,74065,89575
24841630240,74044,528629
24431284597,73797,73797
24427738236,73795,73795
24431321299,73729,73729
24841629808,73565,73565
24431281580,73536,73536
24013890912,73352,226791
24434776179,73290,73290
24434811451,73124,73124
24434811852,72910,73461
24020888731,72874,86773
24024427123,72582,159688
24845211144,72187,158897
24431273819,71858,71858
24024503394,71834,276149
23631988717,71534,1636071692
24020966306,71468,72226
24841670333,71391,150806
24024426421,71382,100101
24841598838,71133,101259
24427705567,71131,107977
24434781654,70819,70819
24427742146,70773,136732
24024462624,70712,100455
24024503116,70607,125776
24838051525,70477,167650
24434780215,70477,169980
24427776132,70477,70477
24431235864,70427,70427
24431273856,70424,70424
24431281981,70328,70328
24845207817,70211,134296
24431318703,70175,70175
24431319147,70132,70132
24838058161,70123,549962
24431284143,69840,69840
24431316401,69750,69750
24845206041,69748,72907
24431284427,69737,69737
24845130897,69709,69709
24434858718,69682,259528
24845205879,69612,94773
24427776034,69339,70835
24434851305,69190,69190
24845166907,69083,69083
24020928477,69078,69078
24431280708,69072,69072
23610568331,68854,1084393
24838132671,68665,68665
24024425616,68465,143704
24431240110,68216,92591
24434811838,67773,67773
24434858558,67622,67622
24024503534,67407,361590
24431273930,67352,67352
24841669426,67183,87252
24841629351,67120,67120
24024427317,66905,134062
24427696772,66842,228694
24431282725,66841,66841
24434812522,66790,79369
24431234271,66767,141123
24841671563,66708,262746
24841630211,66707,66707
24431237565,66598,66598
24427782765,66397,66397
24838090549,66366,66366
24020967749,66211,66211
24020928382,65907,65907
24431276197,65603,65603
24434856352,65525,65525
24434859858,65199,135221
24841629748,65105,82392
24845166010,65002,65451
24845127255,64735,463020
24845170122,64652,64652
24434773196,64515,75763
24845169196,64488,64488
24845167769,64484,294928
24841633483,64389,126797
24431322299,64217,64217
24024427653,64091,64091
24431316474,64061,64061
24431282037,63736,63736
24434817457,63616,63616
24427740611,63513,120917
24020963770,63328,117521
24431239067,63273,80483
24434814112,63079,63079
24841594579,63000,134049
24434859639,62997,62997
24431283922,62913,62913
24841668673,62747,62747
24431284302,62733,62733
24841629807,62506,62506
841369736044,62409,250494984
24431277734,62192,62192
24020928230,61878,61878
24431281308,61854,61854
24431281752,61839,61839
24020960649,61835,191322
24427784397,61803,62014
24845169124,61793,67023
24020925799,61774,87458
24845207529,61622,61622
24838132764,61606,87099
24434815296,61055,61055
24427738743,61003,91442
24431242367,60972,60972
24024503579,60904,131426
24434851108,60889,265701
24431278408,60847,60847
24841630047,60715,60715
24020967647,60655,60655
24431273822,60331,60331
24841631876,59851,59851
24017388687,59740,60093
24431277872,59721,59721
24431279694,59697,59697
24427701961,59528,249414
24434815609,59451,260498
24841595472,59443,65665
24434813264,59431,59431
24431277420,59429,59429
24845170788,59377,59377
841369749483,59101,2149951773
24841632870,58993,58993
24431243869,58850,58850
24431278041,58446,58446
24434811515,58436,58436
24434818544,58400,58400
24841598090,58122,59360
24845204989,57656,330646
841369751217,57542,3360068139
24431317540,57515,72287
24434775030,57432,57432
24431320428,57221,57221
24841631398,56950,56950
24845168259,56860,56860
24841629657,56792,56792
24845128841,56674,56674
24431280317,56638,56638
24427781521,56613,56613
24024466027,56548,68099
24017389587,56548,65719
24431283384,56483,56483
24431282040,56358,56358
24020889793,56344,56344
24841632986,56277,90114
24431239934,56212,56212
24434815663,56198,56198
24427699414,56160,1009787
24845207926,56155,56155
21548265067,56056,243519985
24020927696,55904,55904
24838134847,55875,171304
24431275637,55868,55868
24845167250,55771,55771
24845127833,55521,328612
24434818422,55498,59431
24434813593,55374,55374
24020928101,55037,55037
24434812223,54948,54948
24434812381,54945,54945
24434817724,54899,54899
24020967714,54856,200271
24020927227,54760,54760
24020927410,54758,54876
24841633221,54739,54739
24020966544,54564,54597
24434774161,54480,182962
24841632929,54423,62258
24020966435,54413,56681
24017429201,54400,54400
24017429200,54321,54321
24431314871,54273,54273
24845208919,54250,81771
24434815947,54183,54183
24434859015,54084,54604
24427702055,53971,66121
24024465192,53866,60032
24017389310,53857,53857
24838130456,53773,60521
24841631053,53733,53733
24427736948,53534,83539
24838092987,53383,53383
24845206984,53163,53192
24431275272,53118,53118
24841631579,53100,53100
24845208511,53056,53056
24024503255,53008,56878
24020928239,52973,52973
24020928102,52892,52892
24841628815,52888,52888
24020928224,52877,52877
23600153806,52822,517758218
841369729953,52784,2313494413
24434813854,52769,56575
24427740892,52735,54621
24020927154,52600,52600
24841592920,52522,80754
24431274023,52272,52272
24017389093,52176,52176
24845133160,52139,68038
24434816587,52137,52137
24431280098,52047,52047
24841630541,51952,51952
24024504527,51766,111935
24841672981,51740,101890
24431282336,51716,51716
24431315781,51588,51588
24024466194,51525,93050
24845167096,51469,51469
24431280956,51388,51388
24024425663,51278,216143
24841670689,51190,51190
24838054646,51144,116102
24841633819,51068,466737
24434850533,50867,89723
24431284484,50835,50835
24024467071,50689,50689
24427775500,50666,183518
24431244082,50663,50663
24434855696,50630,50630
24431314855,50575,50575
24020967511,50536,50536
24024503372,50408,52290
24431243350,50307,50307
24838094725,50236,50236
24841593524,50133,50133
24020928189,49880,49880
24024465861,49792,51944
24431316724,49769,49769
24434853239,49709,49709
24431314635,49595,49595
24427781405,49580,49580
24431277642,49539,49539
24434814624,49491,49491
24024462615,49486,167440
24845211619,49384,49384
24845208141,49367,107971
24020967645,49351,305913
24024503892,49302,49302
24845167924,49247,49247
24431275956,49216,49216
24431273821,49156,49156
24434811913,49044,49044
24427779483,48973,48973
24845170564,48928,48928
24838096204,48818,364228
24845207942,48786,48963
24434813356,48712,48712
24434772488,48688,48688
24431239191,48626,48626
24431320980,48485,138591
24024466686,48480,48480
24024503305,48391,49015
24434854477,48353,48353
24017428883,48237,50762
24024503606,48178,48178
24020927355,48119,81889
24434859754,48069,74146
24017429879,48010,76156
24841668912,47981,47981
24841629661,47957,47957
24434854017,47896,47896
24431318161,47809,47809
24427738216,47747,165766
24431274544,47740,47740
24431240523,47623,47623
24020928109,47613,47613
24841670260,47428,47428
24841630942,47358,47358
24845165621,47349,75235
24427702728,47330,205613
24431243201,47260,50374
24427740489,47092,47092
24431318718,47024,47024
24020967108,46989,46989
24434811591,46988,46988
24431239907,46905,49348
24434816320,46872,46872
24434814504,46833,352882
24020927258,46810,46810
24434816961,46728,46728
24841632044,46636,46636
24427780381,46606,46606
24431317985,46573,46573
24427738458,46465,46465
24841595120,46360,52677
24431241190,46353,46369
24431282915,46085,46085
24841671992,46055,46055
24841631293,46043,46043
24020927988,46020,46020
24841629987,45990,45990
24024457826,45976,456331
24845208796,45976,45976
24838053537,45956,97387
24841630709,45818,45818
24431278743,45800,45800
24020927863,45729,45729
24841671546,45674,63672
24427737993,45506,49156
15708683442,45447,1492423220
24017428942,45428,107764
24434817053,45417,45417
24020888419,45281,48143
24434815997,45183,45183
24434816430,45060,45060
24020928226,45058,45058
24431240045,45050,45050
24434811768,45005,45005
24845171505,44997,44997
24845171138,44824,44824
357858108345,44784,44784
24838092081,44778,202585
24024503732,44678,44678
24434853923,44568,49657
19089867969,44550,1588444663
353118687743,44520,44520
24434858832,44499,44499
24845210989,44449,44449
24431317477,44381,44381
24427783829,44372,61576
24431281033,44335,44335
24434858641,44290,44290
24024426774,44269,47073
24434851391,44253,44253
24431239360,44195,44195
24434774454,44184,44184
24841632179,44089,63888
24024424954,44083,810295
24431316659,44070,46704
24017389581,44053,49574
24431318026,43955,43955
24427698941,43916,590027
24434782510,43915,43915
24427704610,43911,43911
24020888618,43891,46297
24431316316,43819,43819
24838091856,43776,43776
24431317907,43774,43774
24838053422,43743,188062
24017428507,43726,45043
24841634497,43713,96974
24841629843,43709,43709
24431276440,43644,43644
24434772854,43492,43492
24838094306,43440,109723
24020888492,43433,44216
24841671348,43257,94553
24841633757,43244,56455
24431238382,43206,43206
24020964148,43191,140395
24431274061,43141,43141
24024501354,43132,96302
24431279661,43101,43101
24841628980,43096,43096
24431235297,43068,43192
24020927426,42978,42978
24431283214,42907,42907
24431238676,42890,66634
24020928449,42791,42791
24431313339,42684,42684
24024466475,42674,42674
24838091947,42526,149426
24024465177,42513,54463
24434859389,42446,95594
20331423667,42440,1429166558
24845205991,42431,42431
24431276297,42405,42405
24431282383,42366,42366
24024466922,42321,42321
24024466973,42289,42289
24431284238,42287,42287
24845166435,42184,42184
24427779336,42005,91329
24427699612,41926,133837
24431315506,41926,41926
24431320201,41895,41895
24841671097,41847,41847
24427737814,41628,46473
24434813402,41584,41584
24845168654,41584,41584
24845168374,41578,41578
24434853147,41511,41511
24838093013,41490,63805
24434773169,41380,41380
24434817748,41328,185764
24841669909,41222,122638
24024503393,41198,41201
24838092778,41196,41196
24431273666,41189,41189
24845127948,41135,114725
24020927657,41127,41127
24845128893,41083,105457
24434817494,41028,41028
24024427849,40961,80419
24841632247,40942,45484
24020925363,40885,338206
24431277988,40875,40875
24431318130,40875,40875
24020926867,40811,41543
24841631012,40782,40782
24431282921,40781,40781
24434811804,40632,40632
24431235263,40630,40630
24845171340,40630,40630
24431284219,40604,40604
24845205591,40445,40445
24838094376,40424,268346
24841632715,40360,40360
24431273698,40299,40299
24020928459,40290,40290
24431284065,40250,40250
24020888221,40193,105011
24431317789,40167,40167
24434856615,40150,40150
24841628106,40144,40144
24845166065,40106,40106
24434851358,40023,40023
24431315245,40013,40013
24427782868,39989,43581
24841631845,39965,40713
24845127988,39879,39879
24841633689,39862,191013
24431275632,39852,39852
24431279556,39797,39797
24024502616,39779,70255
24427781985,39750,95479
24431314240,39500,39500
24427739021,39463,98568
24845167219,39445,39445
24431239403,39415,43111
24431277593,39356,39356
24020888173,39336,84381
24024425330,39330,49583
24845208510,39284,39284
24434819524,39255,267633
24434818551,39222,39222
24434819627,39220,44911
24431241354,39179,41593
24841669848,39168,58202
24841630064,39126,39126
24431319437,39096,39096
24841672098,39065,39065
24431317445,38949,38949
24838094423,38939,76346
24434851102,38868,59109
24431241041,38851,38851
24431317159,38823,158561
24431237133,38698,38698
24845169971,38697,38697
24434815178,38696,38696
24427704648,38642,48033
24841628775,38482,38482
24845208105,38380,38380
24020927765,38280,38280
24434860245,38237,38237
24020965466,38097,92344
24845205621,38028,38028
24431277996,38012,38012
24024503488,37997,99007
24434850504,37988,37988
24431316132,37984,37984
24020966362,37959,39173
24028040118,37864,339309
24020926998,37845,37845
24020888640,37840,37840
24431239694,37826,39089
24845165761,37798,37798
24431242253,37722,37824
24841629032,37641,37641
24024466951,37593,37593
24434853457,37554,37554
24431320430,37536,37536
24431273557,37527,37527
24024465008,37488,76885
24431281689,37458,37458
24431283931,37435,37435
24841671668,37341,37341
24841669562,37336,37336
24431234199,37335,37335
24434781730,37247,46060
24431274494,37201,37201
24431277812,37153,37153
24431239919,37146,37148
24845210222,37141,68926
24434773097,37133,37133
24427781250,37077,37077
24431241543,37067,41894
24431284089,37052,37052
24431316429,37017,37017
24845169561,36987,36987
24845167286,36978,47187
24024466763,36959,36959
24431282340,36878,36878
24431281524,36703,36703
24431281861,36692,36692
19913923684,36681,373372760
24841628268,36555,36555
24434812509,36536,36536
24427741628,36520,36520
24845170589,36475,138658
24020927058,36453,36453
24434817528,36414,36414
24434851844,36408,36408
24431236007,36346,36346
24431317733,36334,36334
24845127220,36280,36280
24434811379,36271,36271
24434853710,36258,36258
24431237400,36232,36232
24427738698,36145,44765
24434853595,36114,36114
24431283847,36086,36086
24434813588,36074,36074
24020967524,35974,35974
24431321519,35957,35957
24427739940,35938,35938
24431277429,35896,35896
24434851046,35861,35861
24434818647,35762,35762
24431322422,35733,39442
24845210968,35693,35693
24845127870,35690,35690
24427781333,35689,35689
24838092955,35635,324240
24017426254,35596,205421
24434777187,35590,35590
841369735109,35588,282359204
24020967674,35580,35580
841369731423,35509,2701258
24427779432,35425,37916
24427779875,35322,38933
24845126809,35316,35316
24841592363,35124,35124
