body,boxed_size,full_size
3762100006,335501,869518787
841369732331,332859,580706123
6655764899,332810,1464023
6252412501,330774,1465423
2506429681,324911,1497192480
841369742039,321296,450509541
841369731279,318844,559694780
5838555877,317904,405499
6245333163,317896,933992
841369732800,312710,667040356
6662803809,309731,309731
5835061400,309658,309658
6659306629,304663,352712
6659303225,303822,2720863
5842095668,301710,309467
3769135412,300679,6309365
841369748957,293885,491060614
6248914667,292690,294720
841369751182,291577,557235314
6655726207,290950,1018309
5838553429,289389,423858
5842097008,287010,752112
5838557953,283718,283718
1710444858,280702,1267038801
6248913822,277408,284822
6252411509,268717,303500
6659264462,264307,271474
6659223915,263286,285024
6248954540,258395,264176
6248872865,256676,256676
6662804460,254190,391345
5838517676,253062,305165
1721054311,252535,1050573483
51530194,249028,3688782477
3341210663,245387,983121163
841369748724,244850,186207989
6248913717,243817,1320233
841369732416,242164,708749005
2948470453,235629,812636536
6655728022,232074,232074
1717567912,231819,1410704299
6659263181,222964,222964
841369731841,220119,393242030
2170598231,218522,816199692
3373246774,216822,1515833148
6252454047,215517,215517
6248913417,214945,214945
5838558572,213754,213754
51373010,211827,439656464
6248952794,211252,347108
6248954550,209080,305983
841369738226,205218,1054230034
6245375066,201119,201119
6245413938,200690,200690
5835020386,198761,198761
6252407064,197431,561315
841369732853,195772,340725320
3366209499,195544,422074825
6248908306,195180,195180
5838557216,194985,216101
841369748956,193610,4041150882
6245410386,193190,193190
6245372378,189982,189982
6248914730,188438,188438
6248911875,183839,183839
1721020453,183384,2177323339
6252449190,182240,182240
4603992783,181572,2062504418
6659262337,181419,181419
5838596810,181384,181384
6659226624,179762,185831
6252485886,178851,186693
3751613111,178748,355595191
6248910489,177583,177583
47914079,177318,503400520
6245371304,175979,175979
6252450591,175811,175811
6655729645,175469,237627
6252410277,172698,187853
5838558278,172640,172640
5838557822,169399,852443
5838558249,169054,169054
6659306641,168500,209016
6245333362,167667,2320350
5835019221,167354,308146
6248910190,163286,163286
6662763957,163169,302695
6248952325,163125,163125
6248914828,163067,163067
4165340099,162954,623800958
5842135182,161770,224443
5842095681,160709,185566
6659265045,160661,160742
6662803942,158930,158930
4579311594,157625,804917619
6248949708,157524,157524
6245373108,156283,156283
6248952295,156056,156056
6659304283,155826,155826
3366248094,154989,827161204
6655687443,151727,192371
6252484808,151541,2261752
6252450391,151501,151501
1714025152,146953,2624271565
6655727642,146279,206963
6248912378,145580,145580
6248949600,145532,145532
6252451876,144613,153981
6252451743,143709,143709
6248840521,142751,4133083
6659262639,142410,142410
2513309331,142281,1076458162
5838557578,141483,147371
6252412627,141308,141315
6252411838,140852,1211648
6252454024,139142,139142
6248868853,138689,154852
6252414097,138541,185081
6245336067,138470,200838
6659306311,136194,591831
6659223980,135078,181604
6248907705,134848,134848
5842135909,134107,134107
5838517830,133579,133579
6245373334,133248,133248
6248875261,131657,133411
6245371268,131637,135839
5838558177,131630,131630
5835019459,131306,135748
6659264472,131213,131213
5838595218,131191,149324
5838557106,130323,141880
6248915044,130281,130281
6245415778,129625,129625
6248871133,128930,250544
3394669570,128210,420575680
6248914245,126882,126882
6248954420,126686,126686
841369739553,125936,1265714986
6248947340,125709,125709
6662802705,125033,331411
6248915023,124341,124341
6248868310,123933,143580
6245375830,123360,123360
6659304065,121741,127136
6245372264,121054,121054
6659264941,121023,155351
5838598155,120609,171567
6662801564,120494,154319
6252448720,120382,120382
6252449909,120133,120367
1767166762,118984,1167089300
841369743711,118678,124051506
6248914856,118389,118389
6245372319,117340,117340
6245370363,117297,117297
6248950394,116826,144719
6248915045,116783,116783
6252413769,116554,164973
6662801082,116460,116460
6248873905,115796,115796
6248873947,115698,127149
6659306905,114749,115401
1717528420,114582,2574552231
6252449931,114259,114259
139416040929,113072,113072
6255953879,112468,332624
6252449506,111992,111992
5838518877,111529,111529
841369730625,111349,574345162
6252449317,110760,110760
6655765428,110434,269523
6248840648,110189,384128
6659264344,110071,110071
5834982256,109655,208268
5842060896,109624,166346
6248875128,108824,108824
6248874913,108642,121613
6248874716,108134,3548890
5838557864,108019,108019
6245375831,107980,163068
5838516990,107714,308069
6655729546,107390,231630
6659263395,107340,107340
6248871718,107154,216122
6245334580,106617,226115
5838517759,106609,200277
6659224264,106088,149049
6245374935,105989,105989
6248915808,105875,105875
6245332565,105553,140146
6655686912,105450,475482
6659226134,105430,105430
5842136243,105226,106678
6245373107,105180,105180
3765602444,104727,1982187879
6659303617,104296,110003
5842097075,103103,103103
6245330943,102372,320150
5835060837,102355,103353
6252447954,102325,102325
5842098131,102082,129848
6248949663,101972,101972
841369732332,101939,624113197
5838597021,101603,363820
6659306295,101329,101329
5835020314,100960,111584
6245373741,100457,124148
6248910765,99267,99267
5842095153,97987,183452
5838594193,97939,442035
6248914011,97633,97633
6659307569,97366,520722
51530212,96998,2828224437
6252484812,96990,96990
841369732001,96955,446391882
5842098416,96564,96564
6659262318,96495,96495
6248908471,96348,96348
6659305868,93917,93917
6248910727,93866,93866
841369750831,93651,1144695140
6248988993,93523,179882
6241877282,93513,291319
6659263941,93257,93257
5838557560,92979,98706
6252489791,92800,112115
6659264305,92791,98418
6659225507,92686,92686
6248953725,92486,125487
5838557581,92292,97600
2570345843,92267,1002217302
6252447161,92200,92200
51491312,92147,390260957
6659308105,92081,123810
6248951902,92049,124391
6662803097,91948,91948
6662765868,91915,159723
6245418163,91445,93149
6245414042,91399,99443
6245410194,91214,91272
6245373052,90978,90978
5835061364,90959,99570
6248874374,90896,195684
6655690429,90797,722159
6245370388,90670,90670
6245372297,90496,106561
841369735475,90264,622345537
6252413022,90112,204047
6248952776,89949,89949
6252405771,89749,132940
6662840032,89467,89467
6659306258,89274,89274
6659264500,87848,87848
6245374844,87780,89272
6248947087,87496,193230
6659225764,87207,87362
6252451093,87046,110908
6659307826,86984,107066
6248949499,86970,86970
5838597423,86916,86916
5838593604,86801,257044
6655728642,86771,86771
6662762195,86278,184993
5838597346,86012,93831
841369739527,85859,709966551
6252485776,85293,85293
6248950306,84907,84907
6248915112,84550,185028
6245411466,83946,302191
6252451368,83675,83675
6248947029,83425,83425
6252450843,83245,103787
5842097189,83235,83235
5842098459,82413,82413
6248953203,82333,182535
6252409125,81549,103087
5835056753,81532,418434
5838598059,81140,81140
6252446472,80915,80915
6245374634,80741,80741
6662800463,80135,102970
5838597456,80097,134669
4161840073,79638,1192782354
5835019786,79456,144146
6662768426,79405,335179
6659304677,79267,92341
6252484673,78877,78880
6252485141,78698,91136
5017889148,78180,904461
6252454158,78156,78156
6248954324,78067,236501
6662763882,78057,85420
5845677913,77652,2264158
6252451863,77347,77347
6248912310,76955,76955
6245370148,76831,82508
6662840823,76692,76692
6248907963,76669,76669
6659262328,76445,76445
5842096460,75619,83421
2184514572,75465,750435788
6248953371,75159,75159
6662762229,75148,75148
6252451356,74761,74761
6245413895,74742,80278
5842061450,74740,109374
3787099070,74628,919131823
6248912031,74514,74514
6248874566,74470,446219
6659226586,74308,80039
6248916086,74165,74165
5835061423,73584,230314
6659223851,73387,82729
6659263856,72314,72314
6659305542,72113,72113
6252485982,71666,197483
5838558534,71642,71642
6659303348,71634,71634
6248913364,71143,71143
6248869542,70821,70821
6248914059,70709,70709
6248915529,70682,70682
6659226818,70659,70659
6248949900,70512,320138
6252446065,70155,73631
6252414202,70080,533233
6659263471,69638,69638
6245414437,69562,69562
949877931,69495,1347746133
6248908899,69331,69331
6659262723,69186,69186
6245370571,68928,107444
6252487707,68819,157770
2962302618,68678,494603674
6248913363,68262,68262
841369732014,68093,397867355
6659262111,68007,68007
5842098133,67898,67898
6662804128,67722,67722
6252447608,67717,67717
6248875271,67586,74938
6245416115,67420,67420
6248908178,66674,66674
6248951470,66610,66610
5834982573,66391,231087
6662803765,66320,67542
6252487417,66255,70785
6248874616,65767,91991
6662766331,65741,479119
6248870840,65596,65596
6248908042,65432,65432
5842058923,65012,223809
1713983127,64940,2119877605
953337318,64927,461500297
6245373032,64879,112871
6248873709,64825,73315
6245374403,64190,73562
5838558598,63876,63876
6659262232,63854,63854
6662802787,63837,63837
6659306278,63651,748090
6248913077,63609,63609
6252451631,63545,63545
6245415320,63123,358962
6245374596,63062,63062
5838554960,62964,219845
6252411182,62380,71286
6659264316,61756,61756
6248908179,61521,61521
6248914609,61458,61458
5838558022,61424,61424
5838557614,61375,62292
6252447526,61266,61266
6252449701,61097,61097
6662765682,61086,61086
6245335626,61007,255322
5834983036,60862,60862
6248910593,60735,60735
5842135683,60431,60431
5842065437,60237,87487
5838596204,60147,67751
6248954636,60116,256648
6248909428,60066,60066
6248871520,59863,59863
6245374958,59732,59732
5842136362,59698,329963
6252410724,59645,132521
6655729749,59508,59508
6662803492,59315,1425274
6252488552,59155,107990
5842136352,59053,123675
6245332439,59032,98830
6662841810,58909,58909
6662841769,58849,61893
6662761697,58671,65322
6252484939,58505,58505
6252489549,58261,58261
6252491618,58259,61172
6655725498,58039,180226
6248911824,57979,57979
5838596269,57956,63983
6248953682,57702,57702
5842096863,57613,98214
6245414632,57304,57304
6245412785,57231,64265
6245414291,57208,63864
5834982307,57134,250551
6655726570,57095,704001
6662804189,57082,57082
6655728164,57063,58004
6659264933,56995,57452
6248950025,56818,56818
6659264022,56691,56691
6248909970,56606,56606
6248912342,56407,56407
6662803147,55626,266743
6245373104,55373,55373
6248950641,55278,64769
6248915070,55189,55189
6659263531,54805,54805
139415581952,54784,54784
5842136121,54708,54711
5838558504,54707,54707
6659262725,54515,54515
6245411208,54450,54450
5838518089,53981,53981
6248915942,53975,53975
5842095360,53713,73781
6248907851,53654,53654
6248873906,53621,1493319
6662839639,53430,53430
1713943115,53183,1134079064
6245373553,52785,52785
6252453788,52719,52719
6245371098,52689,52689
6248954292,52622,52622
6248954468,52536,52536
6252454041,52491,88445
3369639557,52406,613120548
5852829202,52333,3742637
6248911509,52318,52318
6252491839,52250,52250
5842136472,52120,124654
6248948842,52040,62763
6245414286,52011,193490
5842136933,51996,183810
5838558285,51909,51909
6659264234,51547,51547
6248948681,51084,51084
5835061901,50948,50955
6245413507,50859,50859
5838557249,50630,58377
6659264229,50317,50317
6248952561,50140,50140
6245376599,49957,49957
6245375979,49813,66401
6245334722,49592,49592
6248952692,49475,49475
6659224170,49304,49304
6659266679,49268,131017
6248911877,49153,49153
6655729751,49111,49111
5842062991,48976,194501
6248908185,48900,48900
6659264490,48896,49901
6248911912,48737,48737
6248910632,48440,48440
6659264321,48363,48363
6248912655,48154,48154
6245335091,48064,55153
6252447026,47902,47902
6659264434,47685,47685
6245412784,47661,75299
6252487237,47620,47620
5842097790,47373,47373
6662842847,47230,47230
6659226859,46934,81008
3776211773,46872,1792969141
6248873171,46673,77992
5838557067,46665,97908
6252488567,46176,46302
1714023785,46127,511614375
6248954991,45907,45907
6248909392,45711,45711
1335082222,45641,649957096
6245331537,45632,50256
6662762133,45629,68847
6659223557,45624,45624
6252446167,45592,53781
5838594878,45574,370937
5834982308,45390,45390
6245373053,45366,45366
6252445707,45361,45361
3408267655,44982,921823552
5838555398,44914,143060
6659305293,44669,47207
6252453519,44638,44638
6252454048,44628,44628
6248916084,44610,44610
5838558520,44603,44603
5842060827,44481,302547
2559731717,44340,2287385148
6252488249,44260,44260
6245374937,44063,44063
5838594923,44014,123429
6659225657,43912,46830
6245414041,43878,43878
6248907491,43839,43839
6252375087,43651,7339529
6248872539,43375,154481
6252453725,43346,43346
6248871766,43305,43305
6659264605,43127,43127
6252447728,43080,43080
5842098161,42592,42592
6252448824,42501,42501
6659263778,42360,42360
6248951384,42253,42253
6245411323,41916,41916
6252485820,41883,67237
6659224054,41761,62704
4996579688,41713,1171521678
6245409842,41443,42780
5835061429,41430,41430
6248871548,41430,101261
6659263298,41346,41346
5838558133,41094,41094
6248913635,41082,41082
6662803284,41004,41004
55028439,40996,789569116
6662843660,40904,40904
6659309682,40823,340320
6252487298,40798,40798
6248950939,40721,40721
6659304286,40560,40560
6662841185,40472,40472
5835019384,40125,82253
5838517003,40118,56330
5835060362,40109,108599
6252448328,39722,39722
6252489587,39643,39643
6248871835,39559,91520
6252446751,39485,39485
6662800363,39430,39430
6659264190,39357,39357
5838558184,39337,39337
6248908121,39252,39252
6252445451,39110,39110
5838558172,39103,39103
2959195349,39022,954551048
5838596245,38854,46628
6245413898,38823,43273
6248915123,38792,38792
6252486263,38780,38780
6252451134,38723,38723
6245336035,38502,59301
6655690501,38324,83215
5842097406,38283,38283
6252412716,38250,378202
6659305342,38148,38148
6252489367,38141,38141
5842063718,38135,52840
6248874253,38121,45136
6248910662,38100,38100
6252449311,38008,38008
6662843596,37966,37966
6659302326,37940,37940
6248948534,37665,37665
6659264168,37651,37651
6655765243,37638,37638
6248911150,37528,37528
6245411322,37480,37480
6252453380,37357,37357
5838557662,37271,37348
841369735613,37232,296630392
6659303270,37206,37206
6245370899,37182,62841
6662801273,37173,37173
6252491779,37082,37082
6655728160,37079,209933
6252489398,36943,36943
5834982991,36887,41959
6248913563,36585,36585
6248952240,36413,36413
5835020040,36354,118385
6248911583,36285,36285
6252485585,36261,36261
5838594892,36140,61120
6659262300,36014,36014
6252491602,35979,35979
6245331186,35849,62966
6252446957,35820,35820
6248915046,35715,35715
6252408567,35702,35702
6241912815,35645,397980
6252489143,35462,35462
6248947765,35339,35339
6659263316,35304,35304
6245412443,35300,60157
144279247196,35240,35240
6248870052,35209,55188
6245411758,35080,35092
5835061268,35006,202573
6248952620,34985,35405
5842095820,34963,58315
6248908770,34959,34959
6248911484,34873,34873
6252449248,34814,34814
6659306608,34775,34775
6252486138,34764,34764
6248953238,34729,34729
6248908266,34711,34711
841369750837,34696,213317293
6248947039,34662,34662
5835020294,34625,34625
5835018714,34594,430941
6659262629,34539,34539
6252445268,34538,34538
5842095441,34523,94834
6662805406,34398,210630
6245414837,34191,42504
5842095932,34116,102234
6662803268,34086,50525
6655729334,34039,34039
5842135350,34022,44201
5835060682,34007,34036
5842135939,33864,33864
6245333363,33828,111794
6659303800,33720,33720
5842134404,33672,69850
6655767726,33663,43585
6245372056,33437,33437
6248952892,33427,33427
6245375210,33351,33351
6248875168,33337,51072
6655768422,33294,33294
6659305254,33275,33275
5842135305,33250,46778
6659306141,33176,33176
6248947373,33136,33136
6245334741,33076,33076
6652270000,33024,150012
6655729766,32894,66959
5842098432,32873,32873
6248910995,32740,32740
6245411272,32605,32605
6662803033,32602,32602
6248909497,32578,32578
6245416543,32534,34007
6659265115,32526,75549
6662766454,32448,139612
841369741427,32410,154576027
6248912914,32351,32351
6252447990,32086,32086
6659304986,31834,31834
5842135306,31699,67153
5842063415,31660,54698
6662803075,31514,31514
6659264628,31500,31500
6662839468,31494,31494
6245372719,31473,31473
6252453038,31440,65194
6248951313,31427,31427
6248947594,31259,31259
6662842848,31196,31196
6248874797,31160,41450
6662764220,31025,31025
6662800421,30985,272603
6248911640,30973,30973
5842135617,30925,30925
6662839624,30907,30907
6245373178,30885,30885
5842135755,30799,275698
6252445719,30751,159711
6252447455,30692,30692
6662800978,30623,30623
6662839966,30614,30614
5834981056,30565,60828
6662804088,30496,57771
5834982371,30493,30493
6252450754,30491,30491
5842098326,30410,30410
6248916050,30341,30341
5838558047,30341,30341
6252446994,30326,32148
6245370164,30309,30309
6252489922,30307,30307
6245372754,30216,30216
6248953544,30102,30102
6659265648,30033,166770
6252450977,29905,29905
6655766580,29816,29816
6662800888,29738,74973
6245374798,29729,45740
6659264892,29616,29616
6659224024,29593,37657
6655766843,29559,30234
5842097076,29444,29444
5838517817,29378,59249
47914083,29368,874535874
6248910588,29366,29366
6248869612,29329,29329
6248911553,29325,29325
6659306193,29281,29281
6662842849,29191,84978
1714062668,29052,807416045
6248911099,29041,29041
6662840495,28998,28998
6659263492,28973,28973
6659307193,28967,29924
5838558293,28952,28952
6248912534,28837,28837
6248953985,28805,28805
5835061205,28791,744136
6248950936,28711,39930
6659225241,28686,29626
6252487211,28646,28646
6252453246,28562,28562
6252448865,28547,119529
6655768893,28536,59931
6662839469,28533,28533
6662764896,28525,28525
6659263501,28504,28504
5838516795,28450,50655
5842096130,28432,34462
6248907651,28362,28362
6659306603,28321,34736
6245414152,28307,28307
6659301754,28303,28303
6659225908,28191,28191
6252446259,27958,27958
6245370218,27903,27903
6248948640,27853,27853
6248910491,27666,27666
6659262537,27645,27645
6245331874,27632,73231
6659306302,27616,27616
6245417190,27446,27446
6252489265,27298,27298
5838596417,27270,27516
6662839640,27200,39153
5838556455,27200,147969
6252412797,27108,69756
6248913475,27095,27095
6662766389,27077,32556
6252486567,26993,26993
6659307300,26962,29442
6248911299,26961,26961
6655689396,26928,26928
6252447915,26838,26838
6252489170,26815,60978
6662804971,26754,39311
6662804453,26726,109314
6248915383,26683,26683
6248948773,26659,26659
5835060897,26642,117563
6248907854,26621,26621
6248948337,26524,26524
6659306843,26481,123108
6655769050,26404,26404
6659304683,26392,26392
6655689687,26383,26383
6252446760,26376,26376
5838597043,26342,26342
6659307121,26330,33014
6248913403,26279,26279
6248915381,26260,26260
6252486077,26236,26236
6659264810,26183,26183
6248908729,26142,26142
5838558371,26003,26003
6655770301,25976,84081
5835061240,25940,26762
6245373790,25902,25902
5838597803,25886,25886
6248874827,25880,25880
5842097374,25816,25816
6248907800,25801,25801
1749437944,25782,1220792990
5838518666,25742,25958
6662767788,25727,86047
6252450791,25666,25666
6252486767,25599,25599
5842136320,25556,25556
6252485208,25518,25518
6245334888,25514,25514
6659304918,25501,25501
6659265323,25492,25492
6252445429,25417,25417
6655729623,25345,25345
6662843004,25257,25257
6659226807,25237,152884
6252445660,25061,25061
6252447112,25022,39955
58565965,25010,1287864332
6662840756,24927,24927
6252489495,24853,38466
6248949661,24841,24841
6248915968,24740,24740
6248870187,24695,24695
6659265225,24664,68167
6662765085,24661,24661
6655769291,24655,29792
5835060374,24581,88579
6248870083,24563,32547
5838557743,24504,24530
5842096954,24451,34148
6248907418,24355,24355
6248872017,24322,109901
6662802303,24266,51293
5838557719,24220,25059
6248914006,24211,24211
2124259154,24172,2257271377
6655768708,24111,24111
6659303744,24005,24005
6248875000,23981,25061
6659226051,23980,23980
6659262669,23878,23878
5834982235,23875,257577
5838518332,23838,23838
6662799998,23799,23799
6662767767,23797,47346
6252489247,23787,23787
6252486384,23757,23757
6662804744,23700,194397
6659308620,23644,58449
6662763973,23641,606827
6245413795,23635,65257
6659264450,23571,23571
6248873907,23543,23543
6248915257,23504,23504
6659227813,23500,49354
6655726204,23484,23484
6252413768,23446,31945
6659302980,23442,23508
6655765466,23439,23439
6248868349,23379,23379
5842135816,23339,23339
6245415903,23328,121623
5842097629,23285,23285
6662802918,23263,23263
6245410702,23241,79870
6252485747,23237,23237
6252485980,23207,23207
6659265117,23190,23190
6659307279,23176,23176
6248949089,23106,23106
6659266940,23065,275643
6245334642,23043,29160
6662762402,22995,22995
6252487310,22995,22995
5838596627,22975,22975
6655725314,22952,22952
6252409097,22947,65966
6248874973,22905,96715
6659265182,22871,22871
5835060846,22869,22869
6245332391,22794,48220
6659304147,22761,32303
6248910834,22735,22735
6248947601,22513,22513
6248908378,22494,22494
6248947599,22489,22489
6252453234,22407,72277
6659307740,22384,34289
6248911593,22338,22338
6662843332,22334,22334
6252489890,22300,22300
6252448687,22289,52564
6248910684,22273,22273
6245372351,22261,22261
6659304807,22245,22245
6252450521,22235,30188
6252485557,22157,22157
6248915310,22152,22152
6252489925,22116,44470
2548688377,22006,875840025
5838517038,21984,70047
5835060974,21983,21983
6252448372,21969,21969
6248950868,21961,21961
5842135258,21945,42226
6659264655,21929,21929
6659264091,21912,21912
6252484314,21882,21882
6659307555,21852,22656
6248871739,21768,21768
6659304146,21763,22075
5842136994,21759,21759
6662801284,21683,21683
6662843869,21677,31378
6252485636,21677,21677
6659305241,21677,21677
6659263143,21653,21653
6662802936,21641,21641
6662843807,21582,21582
6252412529,21533,27136
6659301441,21531,22942
6245335867,21435,23163
6252451867,21413,21413
6248914589,21370,21370
6252489802,21357,21357
6662844339,21353,21353
6248951161,21345,21345
6662802744,21330,21330
6252446029,21322,21322
5842098413,21288,21288
5842097162,21275,21275
5838558068,21271,21271
6248908934,21266,21266
6252487235,21264,21264
6662803934,21254,21254
6245335312,21182,21182
6248868292,21130,21130
6252486331,21118,21118
6655729668,21045,21045
6248907397,20986,20986
6252485803,20983,44965
6659264574,20979,20979
6248952054,20952,20952
6248911057,20940,20940
5838598153,20901,20901
6252454196,20860,20860
6659262756,20772,20772
6252449300,20765,20765
6655729554,20746,20746
6245374325,20710,20710
6248953780,20639,20639
6662843132,20605,20605
6662841498,20588,20588
6659302014,20557,20557
5842133890,20454,134443
6245331344,20451,114578
6245331670,20437,20437
5838557772,20421,20421
6662841573,20401,20401
5838557252,20382,51556
6659263598,20377,20377
6662803534,20329,55161
6252487257,20282,25435
6245370983,20273,20904
6659305427,20271,20271
841369740657,20244,182211999
5838557286,20241,171819
6252453095,20221,20221
6655688364,20193,20193
6659265664,20192,378813
5835019823,20156,24917
6252486613,20092,20092
6248909517,20046,20046
5838593653,20045,76967
6248953258,20002,20249
5835020114,20000,111662
5834982163,19984,19984
6252446799,19930,19930
6252448383,19924,19924
6659264881,19860,19860
6662805106,19833,19833
6245410350,19815,107634
6248953778,19803,19803
6662842956,19771,19771
6659265625,19768,31835
5842098472,19723,19723
6245374662,19717,74296
6248909895,19693,19693
6252447091,19681,51424
6659264818,19680,19680
6248952545,19609,19609
5838595595,19601,35543
6655688596,19577,24249
6252487439,19576,19576
6248949081,19548,19548
6659304906,19546,19546
6252449519,19544,19544
6248913161,19531,19531
6662844261,19500,20753
6245335143,19485,19485
6248952862,19469,19469
5835019690,19464,19464
